rating_diff,player,piece,count
577,white,pawn,0
577,white,rook,2
577,white,bishop,1
577,white,knight,0
577,white,queen,4
577,white,king,0
577,black,pawn,0
577,black,rook,1
577,black,bishop,1
577,black,knight,1
577,black,queen,6
577,black,king,0
185,white,pawn,8
185,white,rook,20
185,white,bishop,22
185,white,knight,8
185,white,queen,34
185,white,king,1
185,black,pawn,1
185,black,rook,18
185,black,bishop,9
185,black,knight,6
185,black,queen,68
185,black,king,0
168,white,pawn,1
168,white,rook,24
168,white,bishop,5
168,white,knight,17
168,white,queen,13
168,white,king,0
168,black,pawn,0
168,black,rook,15
168,black,bishop,6
168,black,knight,7
168,black,queen,45
168,black,king,0
240,white,pawn,2
240,white,rook,7
240,white,bishop,12
240,white,knight,3
240,white,queen,12
240,white,king,0
240,black,pawn,3
240,black,rook,11
240,black,bishop,12
240,black,knight,9
240,black,queen,14
240,black,king,0
132,white,pawn,6
132,white,rook,30
132,white,bishop,15
132,white,knight,16
132,white,queen,29
132,white,king,0
132,black,pawn,0
132,black,rook,20
132,black,bishop,19
132,black,knight,18
132,black,queen,29
132,black,king,0
292,white,pawn,6
292,white,rook,16
292,white,bishop,6
292,white,knight,21
292,white,queen,16
292,white,king,0
292,black,pawn,2
292,black,rook,14
292,black,bishop,14
292,black,knight,8
292,black,queen,14
292,black,king,0
33,white,pawn,17
33,white,rook,81
33,white,bishop,26
33,white,knight,34
33,white,queen,92
33,white,king,0
33,black,pawn,13
33,black,rook,110
33,black,bishop,46
33,black,knight,19
33,black,queen,102
33,black,king,0
77,white,pawn,7
77,white,rook,54
77,white,bishop,31
77,white,knight,34
77,white,queen,53
77,white,king,0
77,black,pawn,8
77,black,rook,47
77,black,bishop,28
77,black,knight,18
77,black,queen,42
77,black,king,0
82,white,pawn,13
82,white,rook,67
82,white,bishop,41
82,white,knight,27
82,white,queen,70
82,white,king,0
82,black,pawn,6
82,black,rook,69
82,black,bishop,36
82,black,knight,31
82,black,queen,87
82,black,king,1
250,white,pawn,4
250,white,rook,17
250,white,bishop,9
250,white,knight,11
250,white,queen,25
250,white,king,0
250,black,pawn,4
250,black,rook,13
250,black,bishop,7
250,black,knight,7
250,black,queen,13
250,black,king,0
51,white,pawn,10
51,white,rook,58
51,white,bishop,35
51,white,knight,24
51,white,queen,79
51,white,king,1
51,black,pawn,11
51,black,rook,47
51,black,bishop,39
51,black,knight,19
51,black,queen,70
51,black,king,0
85,white,pawn,10
85,white,rook,34
85,white,bishop,28
85,white,knight,15
85,white,queen,64
85,white,king,0
85,black,pawn,11
85,black,rook,47
85,black,bishop,24
85,black,knight,18
85,black,queen,46
85,black,king,0
261,white,pawn,4
261,white,rook,31
261,white,bishop,10
261,white,knight,15
261,white,queen,28
261,white,king,0
261,black,pawn,7
261,black,rook,52
261,black,bishop,9
261,black,knight,9
261,black,queen,8
261,black,king,0
19,white,pawn,14
19,white,rook,62
19,white,bishop,39
19,white,knight,28
19,white,queen,101
19,white,king,0
19,black,pawn,22
19,black,rook,46
19,black,bishop,29
19,black,knight,31
19,black,queen,77
19,black,king,0
154,white,pawn,10
154,white,rook,30
154,white,bishop,10
154,white,knight,23
154,white,queen,31
154,white,king,1
154,black,pawn,5
154,black,rook,33
154,black,bishop,12
154,black,knight,22
154,black,queen,33
154,black,king,0
268,white,pawn,3
268,white,rook,13
268,white,bishop,7
268,white,knight,7
268,white,queen,35
268,white,king,0
268,black,pawn,1
268,black,rook,30
268,black,bishop,6
268,black,knight,10
268,black,queen,17
268,black,king,0
78,white,pawn,20
78,white,rook,50
78,white,bishop,37
78,white,knight,31
78,white,queen,78
78,white,king,1
78,black,pawn,10
78,black,rook,51
78,black,bishop,25
78,black,knight,27
78,black,queen,80
78,black,king,0
76,white,pawn,7
76,white,rook,85
76,white,bishop,46
76,white,knight,35
76,white,queen,59
76,white,king,1
76,black,pawn,9
76,black,rook,29
76,black,bishop,22
76,black,knight,19
76,black,queen,58
76,black,king,2
213,white,pawn,3
213,white,rook,27
213,white,bishop,18
213,white,knight,16
213,white,queen,44
213,white,king,0
213,black,pawn,7
213,black,rook,24
213,black,bishop,26
213,black,knight,15
213,black,queen,29
213,black,king,0
183,white,pawn,9
183,white,rook,22
183,white,bishop,16
183,white,knight,12
183,white,queen,33
183,white,king,0
183,black,pawn,3
183,black,rook,15
183,black,bishop,15
183,black,knight,19
183,black,queen,27
183,black,king,0
58,white,pawn,3
58,white,rook,31
58,white,bishop,25
58,white,knight,22
58,white,queen,49
58,white,king,0
58,black,pawn,8
58,black,rook,27
58,black,bishop,18
58,black,knight,15
58,black,queen,64
58,black,king,0
81,white,pawn,7
81,white,rook,38
81,white,bishop,29
81,white,knight,18
81,white,queen,63
81,white,king,1
81,black,pawn,15
81,black,rook,56
81,black,bishop,27
81,black,knight,20
81,black,queen,51
81,black,king,0
270,white,pawn,6
270,white,rook,23
270,white,bishop,9
270,white,knight,6
270,white,queen,37
270,white,king,0
270,black,pawn,3
270,black,rook,5
270,black,bishop,11
270,black,knight,11
270,black,queen,19
270,black,king,0
91,white,pawn,5
91,white,rook,30
91,white,bishop,21
91,white,knight,21
91,white,queen,52
91,white,king,1
91,black,pawn,7
91,black,rook,37
91,black,bishop,25
91,black,knight,42
91,black,queen,79
91,black,king,1
219,white,pawn,6
219,white,rook,19
219,white,bishop,20
219,white,knight,18
219,white,queen,71
219,white,king,0
219,black,pawn,1
219,black,rook,23
219,black,bishop,19
219,black,knight,5
219,black,queen,30
219,black,king,0
117,white,pawn,6
117,white,rook,35
117,white,bishop,25
117,white,knight,25
117,white,queen,60
117,white,king,0
117,black,pawn,5
117,black,rook,23
117,black,bishop,22
117,black,knight,12
117,black,queen,24
117,black,king,1
239,white,pawn,4
239,white,rook,19
239,white,bishop,11
239,white,knight,26
239,white,queen,18
239,white,king,0
239,black,pawn,4
239,black,rook,7
239,black,bishop,7
239,black,knight,5
239,black,queen,23
239,black,king,1
204,white,pawn,8
204,white,rook,35
204,white,bishop,23
204,white,knight,25
204,white,queen,27
204,white,king,2
204,black,pawn,2
204,black,rook,37
204,black,bishop,15
204,black,knight,22
204,black,queen,24
204,black,king,0
140,white,pawn,5
140,white,rook,40
140,white,bishop,8
140,white,knight,13
140,white,queen,38
140,white,king,1
140,black,pawn,2
140,black,rook,33
140,black,bishop,16
140,black,knight,32
140,black,queen,41
140,black,king,1
86,white,pawn,2
86,white,rook,31
86,white,bishop,26
86,white,knight,12
86,white,queen,56
86,white,king,0
86,black,pawn,8
86,black,rook,42
86,black,bishop,22
86,black,knight,24
86,black,queen,56
86,black,king,0
323,white,pawn,2
323,white,rook,9
323,white,bishop,4
323,white,knight,7
323,white,queen,25
323,white,king,0
323,black,pawn,4
323,black,rook,6
323,black,bishop,9
323,black,knight,2
323,black,queen,8
323,black,king,0
98,white,pawn,7
98,white,rook,34
98,white,bishop,14
98,white,knight,20
98,white,queen,46
98,white,king,0
98,black,pawn,11
98,black,rook,37
98,black,bishop,15
98,black,knight,21
98,black,queen,53
98,black,king,0
216,white,pawn,6
216,white,rook,22
216,white,bishop,10
216,white,knight,7
216,white,queen,24
216,white,king,0
216,black,pawn,7
216,black,rook,20
216,black,bishop,3
216,black,knight,5
216,black,queen,25
216,black,king,0
330,white,pawn,4
330,white,rook,9
330,white,bishop,9
330,white,knight,15
330,white,queen,27
330,white,king,0
330,black,pawn,3
330,black,rook,18
330,black,bishop,9
330,black,knight,10
330,black,queen,25
330,black,king,0
215,white,pawn,4
215,white,rook,11
215,white,bishop,9
215,white,knight,11
215,white,queen,18
215,white,king,0
215,black,pawn,4
215,black,rook,23
215,black,bishop,5
215,black,knight,7
215,black,queen,26
215,black,king,0
298,white,pawn,3
298,white,rook,9
298,white,bishop,6
298,white,knight,8
298,white,queen,14
298,white,king,0
298,black,pawn,1
298,black,rook,14
298,black,bishop,8
298,black,knight,2
298,black,queen,5
298,black,king,1
171,white,pawn,4
171,white,rook,17
171,white,bishop,16
171,white,knight,13
171,white,queen,47
171,white,king,0
171,black,pawn,2
171,black,rook,17
171,black,bishop,9
171,black,knight,8
171,black,queen,15
171,black,king,0
692,white,pawn,2
692,white,rook,1
692,white,bishop,3
692,white,knight,0
692,white,queen,2
692,white,king,0
692,black,pawn,2
692,black,rook,4
692,black,bishop,0
692,black,knight,3
692,black,queen,0
692,black,king,0
423,white,pawn,4
423,white,rook,5
423,white,bishop,5
423,white,knight,5
423,white,queen,13
423,white,king,0
423,black,pawn,1
423,black,rook,1
423,black,bishop,3
423,black,knight,2
423,black,queen,5
423,black,king,0
433,white,pawn,1
433,white,rook,4
433,white,bishop,0
433,white,knight,2
433,white,queen,4
433,white,king,0
433,black,pawn,1
433,black,rook,0
433,black,bishop,3
433,black,knight,2
433,black,queen,0
433,black,king,0
737,white,pawn,0
737,white,rook,1
737,white,bishop,1
737,white,knight,1
737,white,queen,0
737,white,king,0
737,black,pawn,0
737,black,rook,0
737,black,bishop,1
737,black,knight,0
737,black,queen,0
737,black,king,0
188,white,pawn,2
188,white,rook,32
188,white,bishop,12
188,white,knight,12
188,white,queen,34
188,white,king,0
188,black,pawn,2
188,black,rook,15
188,black,bishop,13
188,black,knight,16
188,black,queen,24
188,black,king,0
767,white,pawn,0
767,white,rook,2
767,white,bishop,0
767,white,knight,0
767,white,queen,7
767,white,king,0
767,black,pawn,1
767,black,rook,0
767,black,bishop,3
767,black,knight,2
767,black,queen,8
767,black,king,0
156,white,pawn,3
156,white,rook,30
156,white,bishop,11
156,white,knight,13
156,white,queen,20
156,white,king,0
156,black,pawn,3
156,black,rook,37
156,black,bishop,13
156,black,knight,6
156,black,queen,24
156,black,king,0
396,white,pawn,2
396,white,rook,7
396,white,bishop,0
396,white,knight,5
396,white,queen,19
396,white,king,0
396,black,pawn,0
396,black,rook,6
396,black,bishop,2
396,black,knight,11
396,black,queen,9
396,black,king,0
492,white,pawn,1
492,white,rook,5
492,white,bishop,2
492,white,knight,3
492,white,queen,1
492,white,king,0
492,black,pawn,0
492,black,rook,2
492,black,bishop,3
492,black,knight,0
492,black,queen,8
492,black,king,0
490,white,pawn,2
490,white,rook,3
490,white,bishop,6
490,white,knight,12
490,white,queen,2
490,white,king,0
490,black,pawn,0
490,black,rook,0
490,black,bishop,3
490,black,knight,0
490,black,queen,2
490,black,king,0
427,white,pawn,0
427,white,rook,6
427,white,bishop,7
427,white,knight,8
427,white,queen,10
427,white,king,0
427,black,pawn,0
427,black,rook,2
427,black,bishop,0
427,black,knight,15
427,black,queen,4
427,black,king,1
506,white,pawn,1
506,white,rook,3
506,white,bishop,2
506,white,knight,2
506,white,queen,4
506,white,king,0
506,black,pawn,0
506,black,rook,1
506,black,bishop,2
506,black,knight,0
506,black,queen,4
506,black,king,0
312,white,pawn,3
312,white,rook,23
312,white,bishop,6
312,white,knight,8
312,white,queen,9
312,white,king,0
312,black,pawn,3
312,black,rook,17
312,black,bishop,5
312,black,knight,3
312,black,queen,18
312,black,king,0
447,white,pawn,0
447,white,rook,4
447,white,bishop,6
447,white,knight,1
447,white,queen,3
447,white,king,0
447,black,pawn,3
447,black,rook,8
447,black,bishop,6
447,black,knight,6
447,black,queen,4
447,black,king,0
442,white,pawn,0
442,white,rook,1
442,white,bishop,8
442,white,knight,4
442,white,queen,19
442,white,king,0
442,black,pawn,0
442,black,rook,6
442,black,bishop,2
442,black,knight,2
442,black,queen,4
442,black,king,0
700,white,pawn,0
700,white,rook,2
700,white,bishop,1
700,white,knight,0
700,white,queen,0
700,white,king,0
700,black,pawn,0
700,black,rook,0
700,black,bishop,0
700,black,knight,3
700,black,queen,1
700,black,king,0
385,white,pawn,0
385,white,rook,2
385,white,bishop,4
385,white,knight,2
385,white,queen,6
385,white,king,0
385,black,pawn,2
385,black,rook,0
385,black,bishop,1
385,black,knight,4
385,black,queen,10
385,black,king,0
443,white,pawn,1
443,white,rook,0
443,white,bishop,1
443,white,knight,3
443,white,queen,5
443,white,king,0
443,black,pawn,2
443,black,rook,2
443,black,bishop,3
443,black,knight,0
443,black,queen,0
443,black,king,0
472,white,pawn,4
472,white,rook,5
472,white,bishop,4
472,white,knight,6
472,white,queen,25
472,white,king,0
472,black,pawn,0
472,black,rook,7
472,black,bishop,3
472,black,knight,3
472,black,queen,1
472,black,king,0
336,white,pawn,4
336,white,rook,4
336,white,bishop,7
336,white,knight,9
336,white,queen,15
336,white,king,0
336,black,pawn,0
336,black,rook,8
336,black,bishop,5
336,black,knight,4
336,black,queen,11
336,black,king,0
362,white,pawn,1
362,white,rook,7
362,white,bishop,3
362,white,knight,11
362,white,queen,11
362,white,king,0
362,black,pawn,5
362,black,rook,12
362,black,bishop,3
362,black,knight,4
362,black,queen,15
362,black,king,0
970,white,pawn,1
970,white,rook,0
970,white,bishop,0
970,white,knight,0
970,white,queen,0
970,white,king,0
970,black,pawn,0
970,black,rook,0
970,black,bishop,0
970,black,knight,1
970,black,queen,0
970,black,king,0
335,white,pawn,1
335,white,rook,4
335,white,bishop,5
335,white,knight,3
335,white,queen,10
335,white,king,0
335,black,pawn,1
335,black,rook,4
335,black,bishop,3
335,black,knight,2
335,black,queen,11
335,black,king,0
859,white,pawn,0
859,white,rook,0
859,white,bishop,0
859,white,knight,0
859,white,queen,0
859,white,king,0
859,black,pawn,0
859,black,rook,0
859,black,bishop,1
859,black,knight,1
859,black,queen,0
859,black,king,0
439,white,pawn,1
439,white,rook,7
439,white,bishop,6
439,white,knight,5
439,white,queen,15
439,white,king,1
439,black,pawn,2
439,black,rook,8
439,black,bishop,8
439,black,knight,1
439,black,queen,4
439,black,king,0
351,white,pawn,1
351,white,rook,13
351,white,bishop,3
351,white,knight,4
351,white,queen,19
351,white,king,0
351,black,pawn,1
351,black,rook,5
351,black,bishop,4
351,black,knight,3
351,black,queen,3
351,black,king,0
177,white,pawn,16
177,white,rook,15
177,white,bishop,12
177,white,knight,4
177,white,queen,31
177,white,king,0
177,black,pawn,6
177,black,rook,24
177,black,bishop,12
177,black,knight,19
177,black,queen,19
177,black,king,0
235,white,pawn,7
235,white,rook,18
235,white,bishop,12
235,white,knight,13
235,white,queen,24
235,white,king,0
235,black,pawn,4
235,black,rook,21
235,black,bishop,16
235,black,knight,14
235,black,queen,53
235,black,king,0
159,white,pawn,10
159,white,rook,18
159,white,bishop,18
159,white,knight,17
159,white,queen,44
159,white,king,0
159,black,pawn,1
159,black,rook,9
159,black,bishop,16
159,black,knight,14
159,black,queen,31
159,black,king,0
760,white,pawn,0
760,white,rook,1
760,white,bishop,0
760,white,knight,1
760,white,queen,1
760,white,king,1
760,black,pawn,0
760,black,rook,0
760,black,bishop,0
760,black,knight,0
760,black,queen,0
760,black,king,0
582,white,pawn,2
582,white,rook,0
582,white,bishop,1
582,white,knight,3
582,white,queen,4
582,white,king,0
582,black,pawn,1
582,black,rook,0
582,black,bishop,1
582,black,knight,1
582,black,queen,0
582,black,king,0
297,white,pawn,3
297,white,rook,3
297,white,bishop,10
297,white,knight,15
297,white,queen,8
297,white,king,0
297,black,pawn,0
297,black,rook,14
297,black,bishop,13
297,black,knight,5
297,black,queen,15
297,black,king,1
262,white,pawn,2
262,white,rook,17
262,white,bishop,13
262,white,knight,4
262,white,queen,34
262,white,king,0
262,black,pawn,7
262,black,rook,24
262,black,bishop,10
262,black,knight,10
262,black,queen,19
262,black,king,0
241,white,pawn,2
241,white,rook,17
241,white,bishop,10
241,white,knight,16
241,white,queen,28
241,white,king,0
241,black,pawn,0
241,black,rook,3
241,black,bishop,14
241,black,knight,8
241,black,queen,24
241,black,king,0
500,white,pawn,3
500,white,rook,4
500,white,bishop,0
500,white,knight,2
500,white,queen,0
500,white,king,0
500,black,pawn,0
500,black,rook,6
500,black,bishop,1
500,black,knight,0
500,black,queen,1
500,black,king,0
399,white,pawn,0
399,white,rook,4
399,white,bishop,5
399,white,knight,1
399,white,queen,1
399,white,king,0
399,black,pawn,0
399,black,rook,3
399,black,bishop,2
399,black,knight,3
399,black,queen,0
399,black,king,0
387,white,pawn,2
387,white,rook,9
387,white,bishop,5
387,white,knight,3
387,white,queen,10
387,white,king,0
387,black,pawn,1
387,black,rook,5
387,black,bishop,3
387,black,knight,2
387,black,queen,16
387,black,king,0
118,white,pawn,8
118,white,rook,50
118,white,bishop,27
118,white,knight,30
118,white,queen,42
118,white,king,0
118,black,pawn,10
118,black,rook,41
118,black,bishop,21
118,black,knight,23
118,black,queen,55
118,black,king,0
64,white,pawn,10
64,white,rook,47
64,white,bishop,28
64,white,knight,28
64,white,queen,110
64,white,king,0
64,black,pawn,10
64,black,rook,35
64,black,bishop,38
64,black,knight,28
64,black,queen,88
64,black,king,1
314,white,pawn,2
314,white,rook,7
314,white,bishop,8
314,white,knight,5
314,white,queen,17
314,white,king,0
314,black,pawn,1
314,black,rook,4
314,black,bishop,5
314,black,knight,6
314,black,queen,4
314,black,king,0
126,white,pawn,0
126,white,rook,12
126,white,bishop,14
126,white,knight,10
126,white,queen,20
126,white,king,0
126,black,pawn,2
126,black,rook,13
126,black,bishop,9
126,black,knight,17
126,black,queen,28
126,black,king,0
278,white,pawn,1
278,white,rook,8
278,white,bishop,7
278,white,knight,12
278,white,queen,24
278,white,king,0
278,black,pawn,4
278,black,rook,19
278,black,bishop,9
278,black,knight,4
278,black,queen,9
278,black,king,1
374,white,pawn,2
374,white,rook,6
374,white,bishop,2
374,white,knight,3
374,white,queen,6
374,white,king,0
374,black,pawn,0
374,black,rook,11
374,black,bishop,5
374,black,knight,3
374,black,queen,7
374,black,king,0
300,white,pawn,4
300,white,rook,14
300,white,bishop,9
300,white,knight,6
300,white,queen,16
300,white,king,0
300,black,pawn,5
300,black,rook,23
300,black,bishop,13
300,black,knight,11
300,black,queen,20
300,black,king,0
175,white,pawn,4
175,white,rook,35
175,white,bishop,11
175,white,knight,10
175,white,queen,51
175,white,king,0
175,black,pawn,2
175,black,rook,31
175,black,bishop,14
175,black,knight,21
175,black,queen,50
175,black,king,0
409,white,pawn,0
409,white,rook,6
409,white,bishop,6
409,white,knight,5
409,white,queen,23
409,white,king,1
409,black,pawn,0
409,black,rook,1
409,black,bishop,2
409,black,knight,0
409,black,queen,5
409,black,king,0
285,white,pawn,0
285,white,rook,7
285,white,bishop,5
285,white,knight,6
285,white,queen,11
285,white,king,0
285,black,pawn,4
285,black,rook,15
285,black,bishop,6
285,black,knight,13
285,black,queen,12
285,black,king,0
386,white,pawn,2
386,white,rook,12
386,white,bishop,7
386,white,knight,5
386,white,queen,6
386,white,king,0
386,black,pawn,0
386,black,rook,3
386,black,bishop,4
386,black,knight,0
386,black,queen,0
386,black,king,1
41,white,pawn,9
41,white,rook,71
41,white,bishop,32
41,white,knight,46
41,white,queen,65
41,white,king,1
41,black,pawn,11
41,black,rook,74
41,black,bishop,22
41,black,knight,25
41,black,queen,91
41,black,king,2
445,white,pawn,1
445,white,rook,18
445,white,bishop,9
445,white,knight,6
445,white,queen,19
445,white,king,0
445,black,pawn,0
445,black,rook,4
445,black,bishop,7
445,black,knight,1
445,black,queen,20
445,black,king,0
683,white,pawn,0
683,white,rook,1
683,white,bishop,0
683,white,knight,0
683,white,queen,1
683,white,king,0
683,black,pawn,0
683,black,rook,0
683,black,bishop,0
683,black,knight,0
683,black,queen,1
683,black,king,0
370,white,pawn,6
370,white,rook,15
370,white,bishop,15
370,white,knight,7
370,white,queen,11
370,white,king,0
370,black,pawn,2
370,black,rook,27
370,black,bishop,8
370,black,knight,7
370,black,queen,11
370,black,king,0
315,white,pawn,3
315,white,rook,9
315,white,bishop,15
315,white,knight,7
315,white,queen,14
315,white,king,0
315,black,pawn,4
315,black,rook,7
315,black,bishop,6
315,black,knight,3
315,black,queen,15
315,black,king,0
161,white,pawn,15
161,white,rook,36
161,white,bishop,10
161,white,knight,26
161,white,queen,42
161,white,king,0
161,black,pawn,5
161,black,rook,29
161,black,bishop,14
161,black,knight,20
161,black,queen,29
161,black,king,0
548,white,pawn,1
548,white,rook,2
548,white,bishop,4
548,white,knight,8
548,white,queen,5
548,white,king,0
548,black,pawn,0
548,black,rook,11
548,black,bishop,1
548,black,knight,2
548,black,queen,7
548,black,king,0
253,white,pawn,2
253,white,rook,5
253,white,bishop,7
253,white,knight,7
253,white,queen,23
253,white,king,0
253,black,pawn,2
253,black,rook,21
253,black,bishop,7
253,black,knight,9
253,black,queen,23
253,black,king,0
244,white,pawn,0
244,white,rook,3
244,white,bishop,6
244,white,knight,2
244,white,queen,2
244,white,king,2
244,black,pawn,4
244,black,rook,5
244,black,bishop,8
244,black,knight,2
244,black,queen,24
244,black,king,0
489,white,pawn,0
489,white,rook,3
489,white,bishop,2
489,white,knight,1
489,white,queen,8
489,white,king,0
489,black,pawn,1
489,black,rook,3
489,black,bishop,1
489,black,knight,0
489,black,queen,2
489,black,king,0
220,white,pawn,7
220,white,rook,26
220,white,bishop,10
220,white,knight,11
220,white,queen,20
220,white,king,0
220,black,pawn,2
220,black,rook,36
220,black,bishop,12
220,black,knight,9
220,black,queen,44
220,black,king,0
352,white,pawn,1
352,white,rook,4
352,white,bishop,6
352,white,knight,0
352,white,queen,17
352,white,king,0
352,black,pawn,6
352,black,rook,7
352,black,bishop,13
352,black,knight,7
352,black,queen,17
352,black,king,0
332,white,pawn,4
332,white,rook,2
332,white,bishop,9
332,white,knight,3
332,white,queen,10
332,white,king,0
332,black,pawn,2
332,black,rook,8
332,black,bishop,5
332,black,knight,9
332,black,queen,3
332,black,king,0
227,white,pawn,2
227,white,rook,11
227,white,bishop,17
227,white,knight,14
227,white,queen,29
227,white,king,0
227,black,pawn,4
227,black,rook,25
227,black,bishop,10
227,black,knight,17
227,black,queen,22
227,black,king,0
382,white,pawn,3
382,white,rook,7
382,white,bishop,3
382,white,knight,3
382,white,queen,12
382,white,king,0
382,black,pawn,0
382,black,rook,7
382,black,bishop,4
382,black,knight,3
382,black,queen,14
382,black,king,0
304,white,pawn,4
304,white,rook,23
304,white,bishop,12
304,white,knight,17
304,white,queen,19
304,white,king,0
304,black,pawn,11
304,black,rook,18
304,black,bishop,6
304,black,knight,11
304,black,queen,27
304,black,king,0
279,white,pawn,6
279,white,rook,12
279,white,bishop,6
279,white,knight,4
279,white,queen,20
279,white,king,0
279,black,pawn,4
279,black,rook,22
279,black,bishop,6
279,black,knight,11
279,black,queen,15
279,black,king,0
124,white,pawn,9
124,white,rook,34
124,white,bishop,24
124,white,knight,26
124,white,queen,37
124,white,king,0
124,black,pawn,20
124,black,rook,26
124,black,bishop,16
124,black,knight,10
124,black,queen,34
124,black,king,1
152,white,pawn,6
152,white,rook,48
152,white,bishop,19
152,white,knight,11
152,white,queen,67
152,white,king,1
152,black,pawn,7
152,black,rook,31
152,black,bishop,12
152,black,knight,13
152,black,queen,36
152,black,king,0
534,white,pawn,1
534,white,rook,4
534,white,bishop,1
534,white,knight,6
534,white,queen,7
534,white,king,0
534,black,pawn,0
534,black,rook,0
534,black,bishop,2
534,black,knight,2
534,black,queen,2
534,black,king,0
218,white,pawn,3
218,white,rook,23
218,white,bishop,6
218,white,knight,7
218,white,queen,16
218,white,king,0
218,black,pawn,5
218,black,rook,12
218,black,bishop,17
218,black,knight,15
218,black,queen,23
218,black,king,0
519,white,pawn,0
519,white,rook,1
519,white,bishop,6
519,white,knight,6
519,white,queen,13
519,white,king,0
519,black,pawn,0
519,black,rook,0
519,black,bishop,2
519,black,knight,0
519,black,queen,8
519,black,king,0
120,white,pawn,14
120,white,rook,50
120,white,bishop,38
120,white,knight,26
120,white,queen,73
120,white,king,1
120,black,pawn,8
120,black,rook,30
120,black,bishop,19
120,black,knight,18
120,black,queen,29
120,black,king,0
345,white,pawn,1
345,white,rook,12
345,white,bishop,8
345,white,knight,0
345,white,queen,15
345,white,king,0
345,black,pawn,7
345,black,rook,9
345,black,bishop,8
345,black,knight,2
345,black,queen,17
345,black,king,0
254,white,pawn,2
254,white,rook,7
254,white,bishop,8
254,white,knight,8
254,white,queen,17
254,white,king,0
254,black,pawn,10
254,black,rook,11
254,black,bishop,14
254,black,knight,13
254,black,queen,19
254,black,king,0
390,white,pawn,5
390,white,rook,4
390,white,bishop,1
390,white,knight,4
390,white,queen,15
390,white,king,0
390,black,pawn,3
390,black,rook,4
390,black,bishop,4
390,black,knight,6
390,black,queen,7
390,black,king,0
598,white,pawn,1
598,white,rook,1
598,white,bishop,2
598,white,knight,4
598,white,queen,4
598,white,king,0
598,black,pawn,3
598,black,rook,7
598,black,bishop,3
598,black,knight,1
598,black,queen,7
598,black,king,0
360,white,pawn,2
360,white,rook,7
360,white,bishop,10
360,white,knight,1
360,white,queen,12
360,white,king,0
360,black,pawn,0
360,black,rook,10
360,black,bishop,4
360,black,knight,5
360,black,queen,5
360,black,king,0
344,white,pawn,0
344,white,rook,9
344,white,bishop,4
344,white,knight,7
344,white,queen,8
344,white,king,0
344,black,pawn,0
344,black,rook,4
344,black,bishop,5
344,black,knight,2
344,black,queen,8
344,black,king,0
310,white,pawn,1
310,white,rook,13
310,white,bishop,5
310,white,knight,3
310,white,queen,12
310,white,king,0
310,black,pawn,4
310,black,rook,13
310,black,bishop,12
310,black,knight,6
310,black,queen,22
310,black,king,1
127,white,pawn,6
127,white,rook,31
127,white,bishop,21
127,white,knight,30
127,white,queen,45
127,white,king,0
127,black,pawn,4
127,black,rook,29
127,black,bishop,18
127,black,knight,20
127,black,queen,53
127,black,king,0
473,white,pawn,1
473,white,rook,17
473,white,bishop,7
473,white,knight,3
473,white,queen,34
473,white,king,0
473,black,pawn,1
473,black,rook,0
473,black,bishop,2
473,black,knight,1
473,black,queen,5
473,black,king,0
176,white,pawn,2
176,white,rook,31
176,white,bishop,13
176,white,knight,11
176,white,queen,22
176,white,king,0
176,black,pawn,7
176,black,rook,33
176,black,bishop,9
176,black,knight,17
176,black,queen,33
176,black,king,0
619,white,pawn,3
619,white,rook,7
619,white,bishop,3
619,white,knight,10
619,white,queen,5
619,white,king,0
619,black,pawn,0
619,black,rook,6
619,black,bishop,1
619,black,knight,4
619,black,queen,0
619,black,king,0
713,white,pawn,0
713,white,rook,0
713,white,bishop,3
713,white,knight,2
713,white,queen,3
713,white,king,0
713,black,pawn,0
713,black,rook,1
713,black,bishop,3
713,black,knight,0
713,black,queen,0
713,black,king,0
516,white,pawn,0
516,white,rook,3
516,white,bishop,3
516,white,knight,2
516,white,queen,4
516,white,king,0
516,black,pawn,0
516,black,rook,1
516,black,bishop,1
516,black,knight,1
516,black,queen,7
516,black,king,0
388,white,pawn,3
388,white,rook,1
388,white,bishop,4
388,white,knight,5
388,white,queen,14
388,white,king,0
388,black,pawn,2
388,black,rook,2
388,black,bishop,3
388,black,knight,3
388,black,queen,3
388,black,king,0
599,white,pawn,0
599,white,rook,0
599,white,bishop,0
599,white,knight,1
599,white,queen,1
599,white,king,0
599,black,pawn,0
599,black,rook,0
599,black,bishop,0
599,black,knight,0
599,black,queen,2
599,black,king,0
284,white,pawn,4
284,white,rook,8
284,white,bishop,7
284,white,knight,2
284,white,queen,20
284,white,king,0
284,black,pawn,7
284,black,rook,11
284,black,bishop,8
284,black,knight,7
284,black,queen,24
284,black,king,0
248,white,pawn,0
248,white,rook,5
248,white,bishop,9
248,white,knight,6
248,white,queen,12
248,white,king,0
248,black,pawn,1
248,black,rook,5
248,black,bishop,16
248,black,knight,13
248,black,queen,23
248,black,king,0
329,white,pawn,4
329,white,rook,18
329,white,bishop,11
329,white,knight,2
329,white,queen,19
329,white,king,1
329,black,pawn,1
329,black,rook,6
329,black,bishop,3
329,black,knight,0
329,black,queen,7
329,black,king,0
724,white,pawn,0
724,white,rook,0
724,white,bishop,1
724,white,knight,4
724,white,queen,0
724,white,king,0
724,black,pawn,0
724,black,rook,4
724,black,bishop,0
724,black,knight,0
724,black,queen,5
724,black,king,0
450,white,pawn,0
