rating_diff,player,piece,square,count
white,knight,34,1535
white,knight,40,203
white,knight,25,453
white,knight,17,1119
white,knight,3,353
white,knight,4,397
white,knight,59,296
white,knight,44,1584
white,knight,43,1768
white,knight,52,915
white,knight,24,1075
white,knight,49,402
white,knight,36,6416
white,knight,27,5641
white,knight,29,1465
white,knight,55,246
white,knight,22,1197
white,knight,37,1806
white,knight,54,275
white,knight,63,267
white,knight,51,891
white,knight,30,794
white,knight,13,293
white,knight,23,860
white,knight,20,1008
white,knight,60,218
white,knight,5,426
white,knight,41,614
white,knight,61,309
white,knight,39,432
white,knight,15,433
white,knight,8,163
white,knight,58,299
white,knight,32,383
white,knight,10,430
white,knight,9,169
white,knight,6,198
white,knight,62,63
white,knight,47,335
white,knight,7,33
white,knight,1,288
white,knight,14,179
white,knight,0,26
white,knight,57,101
white,queen,27,2674
white,queen,36,1687
white,queen,21,4583
white,queen,20,1892
white,queen,18,1473
white,queen,11,3458
white,queen,25,821
white,queen,57,608
white,queen,60,826
white,queen,53,1363
white,queen,29,1387
white,queen,30,2070
white,queen,45,1150
white,queen,54,1079
white,queen,19,3098
white,queen,43,1043
white,queen,62,576
white,queen,12,4007
white,queen,49,1343
white,queen,42,1189
white,queen,51,964
white,queen,39,2477
white,queen,28,1805
white,queen,38,1210
white,queen,17,2328
white,queen,33,1162
white,queen,13,722
white,queen,22,1647
white,queen,14,381
white,queen,5,437
white,queen,3,1216
white,queen,4,885
white,queen,35,2056
white,queen,48,753
white,queen,56,987
white,queen,24,1765
white,queen,37,1214
white,queen,34,905
white,queen,44,1214
white,queen,46,828
white,queen,47,971
white,queen,55,882
white,queen,52,989
white,queen,32,517
white,queen,16,393
white,queen,41,497
white,queen,31,917
white,queen,59,1278
white,queen,50,980
white,queen,58,780
white,queen,23,666
white,queen,10,2454
white,queen,63,943
white,queen,1,367
white,queen,15,171
white,queen,61,710
white,queen,6,156
white,queen,26,1427
white,queen,2,667
white,queen,9,492
white,queen,40,637
white,queen,0,278
white,queen,8,190
white,queen,7,96
white,king,6,14316
white,king,13,3767
white,king,22,2264
white,king,14,3502
white,king,15,2527
white,king,7,2753
white,king,21,2447
white,king,23,1154
white,king,29,1363
white,king,37,857
white,king,45,538
white,king,3,1822
white,king,12,3489
white,king,5,3184
white,king,11,2723
white,king,18,1260
white,king,17,800
white,king,25,582
white,king,9,882
white,king,2,2944
white,king,1,1142
white,king,0,343
white,king,4,1534
white,king,19,1913
white,king,10,1538
white,king,31,742
white,king,30,1193
white,king,20,2319
white,king,26,825
white,king,27,1049
white,king,35,653
white,king,28,1273
white,king,38,890
white,king,34,660
white,king,42,435
white,king,51,236
white,king,16,354
white,king,36,792
white,king,39,532
white,king,33,495
white,king,41,333
white,king,40,200
white,king,32,246
white,king,49,219
white,king,50,248
white,king,56,50
white,king,59,98
white,king,24,320
white,king,53,258
white,king,54,257
white,king,63,76
white,king,62,103
white,king,8,401
white,king,47,337
white,king,55,160
white,king,46,526
white,king,44,487
white,king,43,472
white,king,48,114
white,king,52,247
white,king,58,96
white,king,60,93
white,king,61,98
white,king,57,76
black,pawn,35,15871
black,pawn,42,8494
black,pawn,44,9901
black,pawn,36,15001
black,pawn,45,5781
black,pawn,43,8708
black,pawn,33,6939
black,pawn,32,4531
black,pawn,34,9848
black,pawn,24,1928
black,pawn,16,892
black,pawn,26,3886
black,pawn,38,5308
black,pawn,39,4132
black,pawn,31,1690
black,pawn,37,5892
black,pawn,28,4889
black,pawn,21,1156
black,pawn,40,6826
black,pawn,46,7447
black,pawn,29,2744
black,pawn,23,794
black,pawn,41,4897
black,pawn,27,8381
black,pawn,47,6965
black,pawn,20,1023
black,pawn,12,329
black,pawn,18,1513
black,pawn,13,332
black,pawn,10,415
black,pawn,19,1202
black,pawn,11,421
black,pawn,30,2400
black,pawn,22,929
black,pawn,25,2864
black,pawn,17,995
black,pawn,9,488
black,pawn,15,411
black,pawn,14,348
black,pawn,8,493
black,rook,40,623
black,rook,16,965
black,rook,58,4955
black,rook,60,7750
black,rook,59,6475
black,rook,11,1582
black,rook,12,1401
black,rook,10,1598
black,rook,18,1023
black,rook,2,942
black,rook,14,937
black,rook,28,1077
black,rook,50,893
black,rook,51,1331
black,rook,8,1410
black,rook,29,856
black,rook,30,621
black,rook,52,1268
black,rook,44,1098
black,rook,45,1083
black,rook,46,651
black,rook,57,3630
black,rook,1,726
black,rook,3,1472
black,rook,53,1405
black,rook,56,1374
black,rook,48,673
black,rook,4,1380
black,rook,5,794
black,rook,20,924
black,rook,61,2890
black,rook,43,980
black,rook,34,703
black,rook,19,1026
black,rook,42,792
black,rook,62,2178
black,rook,63,851
black,rook,9,1515
black,rook,21,838
black,rook,49,633
black,rook,17,813
black,rook,32,679
black,rook,33,535
black,rook,0,905
black,rook,7,610
black,rook,6,447
black,rook,54,571
black,rook,26,969
black,rook,27,1087
black,rook,37,905
black,rook,41,557
black,rook,35,995
black,rook,25,772
black,rook,13,1176
black,rook,24,818
black,rook,31,600
black,rook,47,499
black,rook,22,576
black,rook,36,1088
black,rook,15,789
black,rook,38,558
black,rook,39,459
black,rook,23,611
black,rook,55,461
black,bishop,25,4517
black,bishop,32,704
black,bishop,44,4428
black,bishop,37,3898
black,bishop,10,519
black,bishop,28,1756
black,bishop,46,1173
black,bishop,54,3839
black,bishop,52,6527
black,bishop,45,2502
black,bishop,51,4663
black,bishop,30,5164
black,bishop,21,2718
black,bishop,34,5035
black,bishop,20,1062
black,bishop,49,3440
black,bishop,35,1623
black,bishop,14,581
black,bishop,39,1054
black,bishop,50,589
black,bishop,42,1797
black,bishop,40,1259
black,bishop,43,4666
black,bishop,29,1028
black,bishop,18,2630
black,bishop,27,2046
black,bishop,3,345
black,bishop,12,825
black,bishop,5,431
black,bishop,23,1113
black,bishop,26,1061
black,bishop,61,777
black,bishop,47,868
black,bishop,19,1224
black,bishop,53,361
black,bishop,9,739
black,bishop,33,1079
black,bishop,11,979
black,bishop,2,262
black,bishop,38,1201
black,bishop,58,675
black,bishop,24,427
black,bishop,36,2043
black,bishop,0,366
black,bishop,15,347
black,bishop,22,544
black,bishop,41,1273
black,bishop,60,377
black,bishop,31,593
black,bishop,56,169
black,bishop,16,603
black,bishop,4,256
black,bishop,1,171
black,bishop,13,741
black,bishop,59,483
black,bishop,8,281
black,bishop,55,209
black,bishop,7,164
black,bishop,17,444
black,bishop,62,78
black,bishop,48,288
black,bishop,63,110
black,bishop,6,134
black,bishop,57,154
black,knight,42,15387
black,knight,36,4975
black,knight,45,18291
black,knight,39,1509
black,knight,30,2815
black,knight,25,2270
black,knight,8,218
black,knight,40,1147
black,knight,34,1967
black,knight,19,1560
black,knight,27,4739
black,knight,12,779
black,knight,51,5921
black,knight,52,3973
black,knight,46,1323
black,knight,21,1536
black,knight,22,783
black,knight,5,258
black,knight,35,4896
black,knight,10,1055
black,knight,20,1391
black,knight,37,1776
black,knight,41,1301
black,knight,26,1681
black,knight,28,5503
black,knight,29,1813
black,knight,60,475
black,knight,59,352
black,knight,15,187
black,knight,31,451
black,knight,43,760
black,knight,44,990
black,knight,38,758
black,knight,32,1309
black,knight,13,912
black,knight,18,1490
black,knight,50,516
black,knight,9,371
black,knight,11,722
black,knight,3,230
black,knight,17,682
black,knight,53,351
black,knight,33,439
black,knight,47,1130
black,knight,24,365
black,knight,58,199
black,knight,48,171
black,knight,57,348
black,knight,16,204
black,knight,61,347
black,knight,2,208
black,knight,23,310
black,knight,14,246
black,knight,55,381
black,knight,1,79
black,knight,56,40
black,knight,49,176
black,knight,62,326
black,knight,7,153
black,knight,4,190
black,knight,54,213
black,knight,6,57
black,knight,0,299
black,knight,63,41
black,queen,35,2557
black,queen,51,3149
black,queen,42,1456
black,queen,44,1629
black,queen,30,1149
black,queen,46,1311
black,queen,45,3805
black,queen,32,2214
black,queen,27,1974
black,queen,41,2846
black,queen,4,794
black,queen,13,1126
black,queen,22,800
black,queen,19,884
black,queen,20,999
black,queen,36,1990
black,queen,37,1266
black,queen,26,902
black,queen,53,676
black,queen,49,570
black,queen,9,1382
black,queen,8,703
black,queen,17,507
black,queen,50,2912
black,queen,52,4062
black,queen,31,1879
black,queen,59,1416
black,queen,21,1008
black,queen,3,1219
black,queen,38,2044
black,queen,58,774
black,queen,56,346
black,queen,28,1659
black,queen,12,898
black,queen,15,734
black,queen,10,981
black,queen,43,2512
black,queen,29,1215
black,queen,0,898
black,queen,40,407
black,queen,60,857
black,queen,47,524
black,queen,57,445
black,queen,33,838
black,queen,61,475
black,queen,11,893
black,queen,34,1399
black,queen,48,248
black,queen,24,562
black,queen,2,773
black,queen,7,791
black,queen,25,1148
black,queen,54,435
black,queen,23,786
black,queen,63,116
black,queen,39,774
black,queen,18,1185
black,queen,16,630
black,queen,55,158
black,queen,62,133
black,queen,14,1035
black,queen,5,620
black,queen,6,554
black,queen,1,595
black,king,52,3872
black,king,45,2564
black,king,46,2315
black,king,54,3991
black,king,47,1131
black,king,38,1220
black,king,37,1511
black,king,44,2427
black,king,43,2002
black,king,34,948
black,king,33,623
black,king,25,602
black,king,24,314
black,king,58,2710
black,king,57,1023
black,king,51,3137
black,king,59,2103
black,king,39,714
black,king,62,13507
black,king,61,3310
black,king,31,488
black,king,53,4142
black,king,30,799
black,king,29,893
black,king,28,888
black,king,35,1190
black,king,36,1339
black,king,55,2332
black,king,63,2599
black,king,60,1763
black,king,21,550
black,king,27,807
black,king,50,1676
black,king,49,1041
black,king,19,550
black,king,12,247
black,king,5,74
black,king,14,253
black,king,15,146
black,king,23,304
black,king,6,105
black,king,7,64
black,king,42,1445
black,king,26,754
black,king,18,555
black,king,11,262
black,king,3,121
black,king,4,90
black,king,13,269
black,king,22,458
black,king,56,307
black,king,41,939
black,king,10,304
black,king,1,121
black,king,8,204
black,king,16,298
black,king,17,438
black,king,2,106
black,king,0,97
black,king,20,459
black,king,32,353
black,king,40,431
black,king,48,403
black,king,9,313
