rating_diff,player,piece_moved,piece_taken,count
144,white,king,pawn,4
144,white,king,rook,3
144,white,king,bishop,3
144,white,king,knight,7
144,white,king,queen,1
144,black,pawn,pawn,66
144,black,pawn,rook,2
144,black,pawn,bishop,9
144,black,pawn,knight,13
144,black,pawn,queen,3
144,black,rook,pawn,24
144,black,rook,rook,13
144,black,rook,bishop,6
144,black,rook,knight,5
144,black,rook,queen,1
144,black,bishop,pawn,18
144,black,bishop,rook,3
144,black,bishop,bishop,19
144,black,bishop,knight,22
144,black,bishop,queen,4
144,black,knight,pawn,35
144,black,knight,rook,6
144,black,knight,bishop,20
144,black,knight,knight,16
144,black,knight,queen,8
144,black,queen,pawn,19
144,black,queen,rook,8
144,black,queen,bishop,5
144,black,queen,knight,8
144,black,queen,queen,6
144,black,king,pawn,9
144,black,king,rook,2
144,black,king,bishop,3
144,black,king,knight,2
144,black,king,queen,3
32,white,pawn,pawn,86
32,white,pawn,rook,2
32,white,pawn,bishop,23
32,white,pawn,knight,19
32,white,pawn,queen,4
32,white,rook,pawn,40
32,white,rook,rook,34
32,white,rook,bishop,12
32,white,rook,knight,11
32,white,rook,queen,8
32,white,bishop,pawn,47
32,white,bishop,rook,18
32,white,bishop,bishop,29
32,white,bishop,knight,42
32,white,bishop,queen,9
32,white,knight,pawn,47
32,white,knight,rook,7
32,white,knight,bishop,17
32,white,knight,knight,31
32,white,knight,queen,1
32,white,queen,pawn,80
32,white,queen,rook,14
32,white,queen,bishop,28
32,white,queen,knight,20
32,white,queen,queen,24
32,white,king,pawn,11
32,white,king,rook,5
32,white,king,bishop,4
32,white,king,knight,3
32,white,king,queen,1
32,black,pawn,pawn,114
32,black,pawn,rook,1
32,black,pawn,bishop,22
32,black,pawn,knight,30
32,black,pawn,queen,5
32,black,rook,pawn,45
32,black,rook,rook,27
32,black,rook,bishop,14
32,black,rook,knight,6
32,black,rook,queen,6
32,black,bishop,pawn,29
32,black,bishop,rook,9
32,black,bishop,bishop,25
32,black,bishop,knight,39
32,black,bishop,queen,4
32,black,knight,pawn,48
32,black,knight,rook,11
32,black,knight,bishop,21
32,black,knight,knight,36
32,black,knight,queen,8
32,black,queen,pawn,35
32,black,queen,rook,20
32,black,queen,bishop,17
32,black,queen,knight,14
32,black,queen,queen,12
32,black,king,pawn,9
32,black,king,rook,7
32,black,king,bishop,16
32,black,king,knight,2
32,black,king,queen,7
38,white,pawn,pawn,128
38,white,pawn,rook,2
38,white,pawn,bishop,28
38,white,pawn,knight,15
38,white,pawn,queen,7
38,white,rook,pawn,54
38,white,rook,rook,36
38,white,rook,bishop,13
38,white,rook,knight,18
38,white,rook,queen,10
38,white,bishop,pawn,49
38,white,bishop,rook,7
38,white,bishop,bishop,31
38,white,bishop,knight,39
38,white,bishop,queen,9
38,white,knight,pawn,68
38,white,knight,rook,13
38,white,knight,bishop,24
38,white,knight,knight,37
38,white,knight,queen,7
38,white,queen,pawn,62
38,white,queen,rook,19
38,white,queen,bishop,28
38,white,queen,knight,17
38,white,queen,queen,12
38,white,king,pawn,10
38,white,king,rook,7
38,white,king,bishop,5
38,white,king,knight,6
38,white,king,queen,4
38,black,pawn,pawn,122
38,black,pawn,rook,2
38,black,pawn,bishop,26
38,black,pawn,knight,28
38,black,pawn,queen,6
38,black,rook,pawn,45
38,black,rook,rook,27
38,black,rook,bishop,12
38,black,rook,knight,16
38,black,rook,queen,9
38,black,bishop,pawn,43
38,black,bishop,rook,11
38,black,bishop,bishop,35
38,black,bishop,knight,37
38,black,bishop,queen,5
38,black,knight,pawn,62
38,black,knight,rook,9
38,black,knight,bishop,25
38,black,knight,knight,24
38,black,knight,queen,5
38,black,queen,pawn,53
38,black,queen,rook,18
38,black,queen,bishop,21
38,black,queen,knight,18
38,black,queen,queen,26
38,black,king,pawn,26
38,black,king,rook,10
38,black,king,bishop,10
38,black,king,knight,5
38,black,king,queen,2
136,white,pawn,pawn,52
136,white,pawn,rook,4
136,white,pawn,bishop,18
136,white,pawn,knight,18
136,white,pawn,queen,3
136,white,rook,pawn,30
136,white,rook,rook,19
136,white,rook,bishop,6
136,white,rook,knight,4
136,white,rook,queen,6
136,white,bishop,pawn,26
136,white,bishop,rook,3
136,white,bishop,bishop,19
136,white,bishop,knight,26
136,white,bishop,queen,2
136,white,knight,pawn,31
136,white,knight,rook,6
136,white,knight,bishop,14
136,white,knight,knight,22
136,white,knight,queen,4
136,white,queen,pawn,28
136,white,queen,rook,11
136,white,queen,bishop,17
136,white,queen,knight,11
136,white,queen,queen,14
136,white,king,pawn,8
136,white,king,rook,4
136,white,king,bishop,4
136,white,king,knight,1
136,white,king,queen,2
136,black,pawn,pawn,70
136,black,pawn,rook,0
136,black,pawn,bishop,16
136,black,pawn,knight,12
136,black,pawn,queen,3
136,black,rook,pawn,30
136,black,rook,rook,23
136,black,rook,bishop,7
136,black,rook,knight,2
136,black,rook,queen,6
136,black,bishop,pawn,17
136,black,bishop,rook,5
136,black,bishop,bishop,17
136,black,bishop,knight,27
136,black,bishop,queen,7
136,black,knight,pawn,32
136,black,knight,rook,3
136,black,knight,bishop,16
136,black,knight,knight,14
136,black,knight,queen,5
136,black,queen,pawn,32
136,black,queen,rook,5
136,black,queen,bishop,15
136,black,queen,knight,11
136,black,queen,queen,6
136,black,king,pawn,7
136,black,king,rook,4
136,black,king,bishop,6
136,black,king,knight,1
136,black,king,queen,1
43,white,pawn,pawn,84
43,white,pawn,rook,4
43,white,pawn,bishop,15
43,white,pawn,knight,25
43,white,pawn,queen,3
43,white,rook,pawn,40
43,white,rook,rook,20
43,white,rook,bishop,19
43,white,rook,knight,10
43,white,rook,queen,10
43,white,bishop,pawn,29
43,white,bishop,rook,7
43,white,bishop,bishop,24
43,white,bishop,knight,29
43,white,bishop,queen,5
43,white,knight,pawn,60
43,white,knight,rook,7
43,white,knight,bishop,13
43,white,knight,knight,25
43,white,knight,queen,8
43,white,queen,pawn,35
43,white,queen,rook,14
43,white,queen,bishop,21
43,white,queen,knight,11
43,white,queen,queen,14
43,white,king,pawn,11
43,white,king,rook,5
43,white,king,bishop,3
43,white,king,knight,5
43,white,king,queen,6
43,black,pawn,pawn,94
43,black,pawn,rook,3
43,black,pawn,bishop,25
43,black,pawn,knight,13
43,black,pawn,queen,2
43,black,rook,pawn,39
43,black,rook,rook,23
43,black,rook,bishop,14
43,black,rook,knight,15
43,black,rook,queen,9
43,black,bishop,pawn,30
43,black,bishop,rook,10
43,black,bishop,bishop,27
43,black,bishop,knight,28
43,black,bishop,queen,11
43,black,knight,pawn,47
43,black,knight,rook,9
43,black,knight,bishop,21
43,black,knight,knight,32
43,black,knight,queen,5
43,black,queen,pawn,51
43,black,queen,rook,7
43,black,queen,bishop,12
43,black,queen,knight,15
43,black,queen,queen,16
43,black,king,pawn,14
43,black,king,rook,9
43,black,king,bishop,4
43,black,king,knight,1
43,black,king,queen,5
325,white,pawn,pawn,19
325,white,pawn,rook,0
325,white,pawn,bishop,5
325,white,pawn,knight,2
325,white,pawn,queen,1
325,white,rook,pawn,10
325,white,rook,rook,7
325,white,rook,bishop,8
325,white,rook,knight,5
325,white,rook,queen,1
325,white,bishop,pawn,8
325,white,bishop,rook,2
325,white,bishop,bishop,6
325,white,bishop,knight,6
325,white,bishop,queen,1
325,white,knight,pawn,9
325,white,knight,rook,4
325,white,knight,bishop,4
325,white,knight,knight,4
325,white,knight,queen,3
325,white,queen,pawn,7
325,white,queen,rook,5
325,white,queen,bishop,4
325,white,queen,knight,4
325,white,queen,queen,5
325,white,king,pawn,0
325,white,king,rook,0
325,white,king,bishop,1
325,white,king,knight,1
325,white,king,queen,1
325,black,pawn,pawn,20
325,black,pawn,rook,2
325,black,pawn,bishop,4
325,black,pawn,knight,2
325,black,pawn,queen,2
325,black,rook,pawn,7
325,black,rook,rook,3
325,black,rook,bishop,4
325,black,rook,knight,3
325,black,rook,queen,0
325,black,bishop,pawn,11
325,black,bishop,rook,0
325,black,bishop,bishop,7
325,black,bishop,knight,6
325,black,bishop,queen,1
325,black,knight,pawn,11
325,black,knight,rook,2
325,black,knight,bishop,2
325,black,knight,knight,6
325,black,knight,queen,1
325,black,queen,pawn,1
325,black,queen,rook,4
325,black,queen,bishop,1
325,black,queen,knight,2
325,black,queen,queen,6
325,black,king,pawn,0
325,black,king,rook,3
325,black,king,bishop,3
325,black,king,knight,0
325,black,king,queen,1
91,white,pawn,pawn,92
91,white,pawn,rook,5
91,white,pawn,bishop,19
91,white,pawn,knight,21
91,white,pawn,queen,5
91,white,rook,pawn,13
91,white,rook,rook,20
91,white,rook,bishop,11
91,white,rook,knight,6
91,white,rook,queen,7
91,white,bishop,pawn,29
91,white,bishop,rook,4
91,white,bishop,bishop,24
91,white,bishop,knight,25
91,white,bishop,queen,6
91,white,knight,pawn,45
91,white,knight,rook,10
91,white,knight,bishop,20
91,white,knight,knight,18
91,white,knight,queen,3
91,white,queen,pawn,31
91,white,queen,rook,3
91,white,queen,bishop,13
91,white,queen,knight,13
91,white,queen,queen,12
91,white,king,pawn,12
91,white,king,rook,3
91,white,king,bishop,5
91,white,king,knight,3
91,white,king,queen,5
91,black,pawn,pawn,104
91,black,pawn,rook,3
91,black,pawn,bishop,14
91,black,pawn,knight,15
91,black,pawn,queen,2
91,black,rook,pawn,28
91,black,rook,rook,21
91,black,rook,bishop,11
91,black,rook,knight,6
91,black,rook,queen,7
91,black,bishop,pawn,28
91,black,bishop,rook,10
91,black,bishop,bishop,22
91,black,bishop,knight,35
91,black,bishop,queen,3
91,black,knight,pawn,31
91,black,knight,rook,8
91,black,knight,bishop,15
91,black,knight,knight,22
91,black,knight,queen,5
91,black,queen,pawn,30
91,black,queen,rook,13
91,black,queen,bishop,14
91,black,queen,knight,14
91,black,queen,queen,20
91,black,king,pawn,11
91,black,king,rook,6
91,black,king,bishop,4
91,black,king,knight,2
91,black,king,queen,2
252,white,pawn,pawn,29
252,white,pawn,rook,1
252,white,pawn,bishop,8
252,white,pawn,knight,5
252,white,pawn,queen,1
252,white,rook,pawn,16
252,white,rook,rook,9
252,white,rook,bishop,6
252,white,rook,knight,5
252,white,rook,queen,3
252,white,bishop,pawn,13
252,white,bishop,rook,7
252,white,bishop,bishop,3
252,white,bishop,knight,17
252,white,bishop,queen,3
252,white,knight,pawn,17
252,white,knight,rook,2
252,white,knight,bishop,12
252,white,knight,knight,6
252,white,knight,queen,2
252,white,queen,pawn,10
252,white,queen,rook,3
252,white,queen,bishop,1
252,white,queen,knight,4
252,white,queen,queen,7
252,white,king,pawn,5
252,white,king,rook,1
252,white,king,bishop,5
252,white,king,knight,2
252,white,king,queen,0
252,black,pawn,pawn,33
252,black,pawn,rook,0
252,black,pawn,bishop,9
252,black,pawn,knight,4
252,black,pawn,queen,2
252,black,rook,pawn,18
252,black,rook,rook,12
252,black,rook,bishop,6
252,black,rook,knight,3
252,black,rook,queen,5
252,black,bishop,pawn,14
252,black,bishop,rook,3
252,black,bishop,bishop,11
252,black,bishop,knight,13
252,black,bishop,queen,3
252,black,knight,pawn,15
252,black,knight,rook,0
252,black,knight,bishop,11
252,black,knight,knight,14
252,black,knight,queen,0
252,black,queen,pawn,17
252,black,queen,rook,1
252,black,queen,bishop,2
252,black,queen,knight,2
252,black,queen,queen,4
252,black,king,pawn,3
252,black,king,rook,4
252,black,king,bishop,0
252,black,king,knight,3
252,black,king,queen,0
398,white,pawn,pawn,22
398,white,pawn,rook,0
398,white,pawn,bishop,3
398,white,pawn,knight,3
398,white,pawn,queen,1
398,white,rook,pawn,1
398,white,rook,rook,2
398,white,rook,bishop,3
398,white,rook,knight,1
398,white,rook,queen,2
398,white,bishop,pawn,5
398,white,bishop,rook,2
398,white,bishop,bishop,2
398,white,bishop,knight,8
398,white,bishop,queen,2
398,white,knight,pawn,9
398,white,knight,rook,0
398,white,knight,bishop,4
398,white,knight,knight,4
398,white,knight,queen,1
398,white,queen,pawn,7
398,white,queen,rook,2
398,white,queen,bishop,7
398,white,queen,knight,2
398,white,queen,queen,4
398,white,king,pawn,3
398,white,king,rook,1
398,white,king,bishop,0
398,white,king,knight,1
398,white,king,queen,1
398,black,pawn,pawn,28
398,black,pawn,rook,0
398,black,pawn,bishop,4
398,black,pawn,knight,5
398,black,pawn,queen,0
398,black,rook,pawn,4
398,black,rook,rook,1
398,black,rook,bishop,0
398,black,rook,knight,0
398,black,rook,queen,1
398,black,bishop,pawn,8
398,black,bishop,rook,1
398,black,bishop,bishop,6
398,black,bishop,knight,7
398,black,bishop,queen,0
398,black,knight,pawn,6
398,black,knight,rook,2
398,black,knight,bishop,5
398,black,knight,knight,4
398,black,knight,queen,2
398,black,queen,pawn,6
398,black,queen,rook,2
398,black,queen,bishop,2
398,black,queen,knight,5
398,black,queen,queen,4
398,black,king,pawn,1
398,black,king,rook,1
398,black,king,bishop,2
398,black,king,knight,0
398,black,king,queen,0
37,white,pawn,pawn,113
37,white,pawn,rook,4
37,white,pawn,bishop,27
37,white,pawn,knight,21
37,white,pawn,queen,2
37,white,rook,pawn,49
37,white,rook,rook,25
37,white,rook,bishop,14
37,white,rook,knight,11
37,white,rook,queen,10
37,white,bishop,pawn,37
37,white,bishop,rook,7
37,white,bishop,bishop,20
37,white,bishop,knight,36
37,white,bishop,queen,1
37,white,knight,pawn,49
37,white,knight,rook,5
37,white,knight,bishop,26
37,white,knight,knight,31
37,white,knight,queen,6
37,white,queen,pawn,42
37,white,queen,rook,18
37,white,queen,bishop,19
37,white,queen,knight,20
37,white,queen,queen,20
37,white,king,pawn,12
37,white,king,rook,12
37,white,king,bishop,5
37,white,king,knight,4
37,white,king,queen,5
37,black,pawn,pawn,111
37,black,pawn,rook,6
37,black,pawn,bishop,22
37,black,pawn,knight,18
37,black,pawn,queen,3
37,black,rook,pawn,36
37,black,rook,rook,36
37,black,rook,bishop,14
37,black,rook,knight,10
37,black,rook,queen,16
37,black,bishop,pawn,32
37,black,bishop,rook,10
37,black,bishop,bishop,39
37,black,bishop,knight,52
37,black,bishop,queen,4
37,black,knight,pawn,51
37,black,knight,rook,5
37,black,knight,bishop,25
37,black,knight,knight,17
37,black,knight,queen,5
37,black,queen,pawn,71
37,black,queen,rook,10
37,black,queen,bishop,18
37,black,queen,knight,21
37,black,queen,queen,14
37,black,king,pawn,20
37,black,king,rook,5
37,black,king,bishop,5
37,black,king,knight,1
37,black,king,queen,2
212,white,pawn,pawn,37
212,white,pawn,rook,1
212,white,pawn,bishop,3
212,white,pawn,knight,5
212,white,pawn,queen,3
212,white,rook,pawn,5
212,white,rook,rook,11
212,white,rook,bishop,4
212,white,rook,knight,2
212,white,rook,queen,3
212,white,bishop,pawn,10
212,white,bishop,rook,1
212,white,bishop,bishop,9
212,white,bishop,knight,14
212,white,bishop,queen,4
212,white,knight,pawn,20
212,white,knight,rook,3
212,white,knight,bishop,11
212,white,knight,knight,11
212,white,knight,queen,2
212,white,queen,pawn,19
212,white,queen,rook,8
212,white,queen,bishop,6
212,white,queen,knight,6
212,white,queen,queen,4
212,white,king,pawn,7
212,white,king,rook,3
212,white,king,bishop,4
212,white,king,knight,1
212,white,king,queen,1
212,black,pawn,pawn,44
212,black,pawn,rook,0
212,black,pawn,bishop,8
212,black,pawn,knight,6
212,black,pawn,queen,1
212,black,rook,pawn,17
212,black,rook,rook,12
212,black,rook,bishop,6
212,black,rook,knight,2
212,black,rook,queen,2
212,black,bishop,pawn,13
212,black,bishop,rook,2
212,black,bishop,bishop,11
212,black,bishop,knight,9
212,black,bishop,queen,2
212,black,knight,pawn,12
212,black,knight,rook,4
212,black,knight,bishop,3
212,black,knight,knight,10
212,black,knight,queen,3
212,black,queen,pawn,14
212,black,queen,rook,5
212,black,queen,bishop,6
212,black,queen,knight,4
212,black,queen,queen,8
212,black,king,pawn,3
212,black,king,rook,2
212,black,king,bishop,1
212,black,king,knight,3
212,black,king,queen,2
115,white,pawn,pawn,73
115,white,pawn,rook,1
115,white,pawn,bishop,9
115,white,pawn,knight,13
115,white,pawn,queen,2
115,white,rook,pawn,20
115,white,rook,rook,10
115,white,rook,bishop,4
115,white,rook,knight,5
115,white,rook,queen,5
115,white,bishop,pawn,19
115,white,bishop,rook,5
115,white,bishop,bishop,11
115,white,bishop,knight,23
115,white,bishop,queen,2
115,white,knight,pawn,22
115,white,knight,rook,3
115,white,knight,bishop,13
115,white,knight,knight,11
115,white,knight,queen,4
115,white,queen,pawn,23
115,white,queen,rook,11
115,white,queen,bishop,11
115,white,queen,knight,11
115,white,queen,queen,11
115,white,king,pawn,3
115,white,king,rook,2
115,white,king,bishop,2
115,white,king,knight,1
115,white,king,queen,1
115,black,pawn,pawn,50
115,black,pawn,rook,2
115,black,pawn,bishop,11
115,black,pawn,knight,15
115,black,pawn,queen,4
115,black,rook,pawn,17
115,black,rook,rook,10
115,black,rook,bishop,10
115,black,rook,knight,6
115,black,rook,queen,4
115,black,bishop,pawn,19
115,black,bishop,rook,8
115,black,bishop,bishop,20
115,black,bishop,knight,21
115,black,bishop,queen,2
115,black,knight,pawn,29
115,black,knight,rook,6
115,black,knight,bishop,10
115,black,knight,knight,14
115,black,knight,queen,3
115,black,queen,pawn,26
115,black,queen,rook,3
115,black,queen,bishop,7
115,black,queen,knight,5
115,black,queen,queen,10
115,black,king,pawn,7
115,black,king,rook,0
115,black,king,bishop,2
115,black,king,knight,1
115,black,king,queen,3
3,white,pawn,pawn,126
3,white,pawn,rook,3
3,white,pawn,bishop,33
3,white,pawn,knight,30
3,white,pawn,queen,4
3,white,rook,pawn,62
3,white,rook,rook,34
3,white,rook,bishop,14
3,white,rook,knight,8
3,white,rook,queen,10
3,white,bishop,pawn,51
3,white,bishop,rook,18
3,white,bishop,bishop,29
3,white,bishop,knight,54
3,white,bishop,queen,10
3,white,knight,pawn,68
3,white,knight,rook,8
3,white,knight,bishop,32
3,white,knight,knight,48
3,white,knight,queen,7
3,white,queen,pawn,62
3,white,queen,rook,21
3,white,queen,bishop,31
3,white,queen,knight,28
3,white,queen,queen,30
3,white,king,pawn,18
3,white,king,rook,6
3,white,king,bishop,16
3,white,king,knight,8
3,white,king,queen,7
3,black,pawn,pawn,144
3,black,pawn,rook,3
3,black,pawn,bishop,37
3,black,pawn,knight,32
3,black,pawn,queen,12
3,black,rook,pawn,68
3,black,rook,rook,37
3,black,rook,bishop,21
3,black,rook,knight,12
3,black,rook,queen,10
3,black,bishop,pawn,42
3,black,bishop,rook,18
3,black,bishop,bishop,33
3,black,bishop,knight,61
3,black,bishop,queen,10
3,black,knight,pawn,60
3,black,knight,rook,11
3,black,knight,bishop,36
3,black,knight,knight,35
3,black,knight,queen,7
3,black,queen,pawn,76
3,black,queen,rook,17
3,black,queen,bishop,22
3,black,queen,knight,14
3,black,queen,queen,24
3,black,king,pawn,16
3,black,king,rook,9
3,black,king,bishop,7
3,black,king,knight,6
3,black,king,queen,8
30,white,pawn,pawn,99
30,white,pawn,rook,5
30,white,pawn,bishop,29
30,white,pawn,knight,23
30,white,pawn,queen,7
30,white,rook,pawn,49
30,white,rook,rook,37
30,white,rook,bishop,18
30,white,rook,knight,17
30,white,rook,queen,8
30,white,bishop,pawn,37
30,white,bishop,rook,9
30,white,bishop,bishop,24
30,white,bishop,knight,50
30,white,bishop,queen,5
30,white,knight,pawn,66
30,white,knight,rook,11
30,white,knight,bishop,27
30,white,knight,knight,29
30,white,knight,queen,5
30,white,queen,pawn,45
30,white,queen,rook,13
30,white,queen,bishop,24
30,white,queen,knight,18
30,white,queen,queen,19
30,white,king,pawn,10
30,white,king,rook,7
30,white,king,bishop,3
30,white,king,knight,4
30,white,king,queen,4
30,black,pawn,pawn,118
30,black,pawn,rook,4
30,black,pawn,bishop,29
30,black,pawn,knight,16
30,black,pawn,queen,4
30,black,rook,pawn,38
30,black,rook,rook,30
30,black,rook,bishop,11
30,black,rook,knight,13
30,black,rook,queen,8
30,black,bishop,pawn,38
30,black,bishop,rook,17
30,black,bishop,bishop,36
30,black,bishop,knight,36
30,black,bishop,queen,10
30,black,knight,pawn,55
30,black,knight,rook,12
30,black,knight,bishop,14
30,black,knight,knight,32
30,black,knight,queen,3
30,black,queen,pawn,71
30,black,queen,rook,24
30,black,queen,bishop,20
30,black,queen,knight,26
30,black,queen,queen,16
30,black,king,pawn,18
30,black,king,rook,6
30,black,king,bishop,14
30,black,king,knight,7
30,black,king,queen,5
67,white,pawn,pawn,107
67,white,pawn,rook,1
67,white,pawn,bishop,25
67,white,pawn,knight,20
67,white,pawn,queen,2
67,white,rook,pawn,22
67,white,rook,rook,23
67,white,rook,bishop,7
67,white,rook,knight,11
67,white,rook,queen,8
67,white,bishop,pawn,38
67,white,bishop,rook,6
67,white,bishop,bishop,27
67,white,bishop,knight,33
67,white,bishop,queen,4
67,white,knight,pawn,45
67,white,knight,rook,5
67,white,knight,bishop,18
67,white,knight,knight,30
67,white,knight,queen,3
67,white,queen,pawn,42
67,white,queen,rook,10
67,white,queen,bishop,19
67,white,queen,knight,13
67,white,queen,queen,21
67,white,king,pawn,8
67,white,king,rook,11
67,white,king,bishop,7
67,white,king,knight,2
67,white,king,queen,5
67,black,pawn,pawn,106
67,black,pawn,rook,2
67,black,pawn,bishop,26
67,black,pawn,knight,23
67,black,pawn,queen,3
67,black,rook,pawn,26
67,black,rook,rook,30
67,black,rook,bishop,15
67,black,rook,knight,8
67,black,rook,queen,8
67,black,bishop,pawn,25
67,black,bishop,rook,9
67,black,bishop,bishop,19
67,black,bishop,knight,47
67,black,bishop,queen,5
67,black,knight,pawn,56
67,black,knight,rook,5
67,black,knight,bishop,28
67,black,knight,knight,21
67,black,knight,queen,2
67,black,queen,pawn,38
67,black,queen,rook,8
67,black,queen,bishop,15
67,black,queen,knight,14
67,black,queen,queen,18
67,black,king,pawn,9
67,black,king,rook,6
67,black,king,bishop,6
67,black,king,knight,1
67,black,king,queen,3
79,white,pawn,pawn,80
79,white,pawn,rook,4
79,white,pawn,bishop,14
79,white,pawn,knight,21
79,white,pawn,queen,3
79,white,rook,pawn,24
79,white,rook,rook,22
79,white,rook,bishop,9
79,white,rook,knight,5
79,white,rook,queen,5
79,white,bishop,pawn,28
79,white,bishop,rook,4
79,white,bishop,bishop,20
79,white,bishop,knight,27
79,white,bishop,queen,6
79,white,knight,pawn,50
79,white,knight,rook,6
79,white,knight,bishop,16
79,white,knight,knight,28
79,white,knight,queen,4
79,white,queen,pawn,34
79,white,queen,rook,11
79,white,queen,bishop,11
79,white,queen,knight,9
79,white,queen,queen,19
79,white,king,pawn,10
79,white,king,rook,3
79,white,king,bishop,2
79,white,king,knight,2
79,white,king,queen,5
79,black,pawn,pawn,83
79,black,pawn,rook,1
79,black,pawn,bishop,18
79,black,pawn,knight,13
79,black,pawn,queen,8
79,black,rook,pawn,33
79,black,rook,rook,22
79,black,rook,bishop,7
79,black,rook,knight,10
79,black,rook,queen,6
79,black,bishop,pawn,30
79,black,bishop,rook,11
79,black,bishop,bishop,22
79,black,bishop,knight,32
79,black,bishop,queen,5
79,black,knight,pawn,38
79,black,knight,rook,3
79,black,knight,bishop,13
79,black,knight,knight,19
79,black,knight,queen,5
79,black,queen,pawn,23
79,black,queen,rook,8
79,black,queen,bishop,12
79,black,queen,knight,8
79,black,queen,queen,11
79,black,king,pawn,10
79,black,king,rook,6
79,black,king,bishop,7
79,black,king,knight,3
79,black,king,queen,2
20,white,pawn,pawn,139
20,white,pawn,rook,7
20,white,pawn,bishop,17
20,white,pawn,knight,30
20,white,pawn,queen,9
20,white,rook,pawn,56
20,white,rook,rook,40
20,white,rook,bishop,24
20,white,rook,knight,16
20,white,rook,queen,15
20,white,bishop,pawn,49
20,white,bishop,rook,21
20,white,bishop,bishop,31
20,white,bishop,knight,58
20,white,bishop,queen,6
20,white,knight,pawn,78
20,white,knight,rook,10
20,white,knight,bishop,25
20,white,knight,knight,38
20,white,knight,queen,9
20,white,queen,pawn,59
20,white,queen,rook,13
20,white,queen,bishop,27
20,white,queen,knight,16
20,white,queen,queen,16
20,white,king,pawn,13
20,white,king,rook,7
20,white,king,bishop,8
20,white,king,knight,4
20,white,king,queen,3
20,black,pawn,pawn,160
20,black,pawn,rook,2
20,black,pawn,bishop,37
20,black,pawn,knight,25
20,black,pawn,queen,2
20,black,rook,pawn,45
20,black,rook,rook,37
20,black,rook,bishop,16
20,black,rook,knight,14
20,black,rook,queen,11
20,black,bishop,pawn,44
20,black,bishop,rook,20
20,black,bishop,bishop,34
20,black,bishop,knight,57
20,black,bishop,queen,4
20,black,knight,pawn,64
20,black,knight,rook,11
20,black,knight,bishop,22
20,black,knight,knight,36
20,black,knight,queen,9
20,black,queen,pawn,53
20,black,queen,rook,12
20,black,queen,bishop,25
20,black,queen,knight,21
20,black,queen,queen,31
20,black,king,pawn,18
20,black,king,rook,6
20,black,king,bishop,14
20,black,king,knight,3
20,black,king,queen,2
45,white,pawn,pawn,115
45,white,pawn,rook,3
45,white,pawn,bishop,27
45,white,pawn,knight,20
45,white,pawn,queen,3
45,white,rook,pawn,33
45,white,rook,rook,34
45,white,rook,bishop,12
45,white,rook,knight,15
45,white,rook,queen,9
45,white,bishop,pawn,37
45,white,bishop,rook,9
45,white,bishop,bishop,32
45,white,bishop,knight,38
45,white,bishop,queen,8
45,white,knight,pawn,52
45,white,knight,rook,7
45,white,knight,bishop,24
45,white,knight,knight,23
45,white,knight,queen,7
45,white,queen,pawn,51
45,white,queen,rook,9
45,white,queen,bishop,16
45,white,queen,knight,20
45,white,queen,queen,20
45,white,king,pawn,12
45,white,king,rook,8
45,white,king,bishop,5
45,white,king,knight,6
45,white,king,queen,6
45,black,pawn,pawn,131
45,black,pawn,rook,4
45,black,pawn,bishop,25
45,black,pawn,knight,20
45,black,pawn,queen,3
45,black,rook,pawn,38
45,black,rook,rook,29
45,black,rook,bishop,9
45,black,rook,knight,13
45,black,rook,queen,10
45,black,bishop,pawn,35
45,black,bishop,rook,9
45,black,bishop,bishop,31
45,black,bishop,knight,42
45,black,bishop,queen,2
45,black,knight,pawn,65
45,black,knight,rook,10
45,black,knight,bishop,33
45,black,knight,knight,22
45,black,knight,queen,7
45,black,queen,pawn,39
45,black,queen,rook,16
45,black,queen,bishop,21
45,black,queen,knight,18
45,black,queen,queen,22
45,black,king,pawn,14
45,black,king,rook,8
45,black,king,bishop,4
45,black,king,knight,3
45,black,king,queen,2
40,white,pawn,pawn,115
40,white,pawn,rook,3
40,white,pawn,bishop,27
40,white,pawn,knight,17
40,white,pawn,queen,2
40,white,rook,pawn,22
40,white,rook,rook,29
40,white,rook,bishop,7
40,white,rook,knight,5
40,white,rook,queen,5
40,white,bishop,pawn,35
40,white,bishop,rook,13
40,white,bishop,bishop,23
40,white,bishop,knight,36
40,white,bishop,queen,4
40,white,knight,pawn,50
40,white,knight,rook,5
40,white,knight,bishop,23
40,white,knight,knight,37
40,white,knight,queen,4
40,white,queen,pawn,32
40,white,queen,rook,14
40,white,queen,bishop,18
40,white,queen,knight,23
40,white,queen,queen,22
40,white,king,pawn,11
40,white,king,rook,6
40,white,king,bishop,5
40,white,king,knight,2
40,white,king,queen,2
40,black,pawn,pawn,106
40,black,pawn,rook,2
40,black,pawn,bishop,18
40,black,pawn,knight,15
40,black,pawn,queen,1
40,black,rook,pawn,50
40,black,rook,rook,31
40,black,rook,bishop,14
40,black,rook,knight,7
40,black,rook,queen,13
40,black,bishop,pawn,30
40,black,bishop,rook,10
40,black,bishop,bishop,23
40,black,bishop,knight,48
40,black,bishop,queen,2
40,black,knight,pawn,47
40,black,knight,rook,11
40,black,knight,bishop,9
40,black,knight,knight,32
40,black,knight,queen,12
40,black,queen,pawn,44
40,black,queen,rook,11
40,black,queen,bishop,17
40,black,queen,knight,15
40,black,queen,queen,12
40,black,king,pawn,8
40,black,king,rook,1
