rating_diff,player,square,count
151,white,9,5
151,white,31,18
151,white,46,6
151,white,48,5
151,white,8,1
151,white,56,7
151,white,53,5
151,white,61,3
151,white,63,3
151,black,45,76
151,black,36,54
151,black,35,56
151,black,29,16
151,black,44,49
151,black,41,37
151,black,49,18
151,black,28,30
151,black,3,6
151,black,21,17
151,black,42,46
151,black,51,60
151,black,52,53
151,black,34,39
151,black,27,38
151,black,40,31
151,black,33,25
151,black,43,37
151,black,62,36
151,black,30,19
151,black,13,9
151,black,60,29
151,black,50,24
151,black,58,27
151,black,38,23
151,black,20,18
151,black,14,7
151,black,26,22
151,black,12,16
151,black,11,5
151,black,46,31
151,black,25,38
151,black,32,26
151,black,17,2
151,black,59,33
151,black,37,33
151,black,53,9
151,black,54,20
151,black,39,23
151,black,47,21
151,black,2,3
151,black,55,7
151,black,19,8
151,black,10,10
151,black,0,3
151,black,61,15
151,black,16,13
151,black,8,4
151,black,15,5
151,black,31,11
151,black,23,6
151,black,5,3
151,black,22,5
151,black,9,4
151,black,24,11
151,black,4,7
151,black,57,7
151,black,18,18
151,black,63,4
151,black,48,3
151,black,56,1
151,black,7,2
151,black,1,2
144,white,27,86
144,white,26,45
144,white,18,77
144,white,20,49
144,white,24,25
144,white,8,9
144,white,25,28
144,white,11,46
144,white,19,45
144,white,28,57
144,white,21,93
144,white,35,44
144,white,12,43
144,white,6,35
144,white,22,29
144,white,37,17
144,white,23,25
144,white,47,11
144,white,54,8
144,white,16,24
144,white,33,34
144,white,29,32
144,white,10,23
144,white,31,21
144,white,2,24
144,white,5,23
144,white,34,19
144,white,32,13
144,white,41,14
144,white,48,7
144,white,13,16
144,white,38,38
144,white,39,15
144,white,17,38
144,white,45,20
144,white,36,48
144,white,4,30
144,white,43,14
144,white,42,25
144,white,46,12
144,white,49,9
144,white,50,15
144,white,59,10
144,white,53,10
144,white,52,9
144,white,14,19
144,white,7,13
144,white,30,20
144,white,0,9
144,white,3,29
144,white,9,10
144,white,1,19
144,white,40,11
144,white,44,7
144,white,51,9
144,white,55,7
144,white,63,6
144,white,60,8
144,white,15,8
144,white,56,2
144,white,61,5
144,white,57,3
144,white,62,1
144,white,58,1
144,black,45,91
144,black,35,57
144,black,26,26
144,black,33,26
144,black,25,32
144,black,17,10
144,black,44,45
144,black,28,43
144,black,11,9
144,black,43,45
144,black,41,32
144,black,36,68
144,black,40,23
144,black,42,80
144,black,30,28
144,black,52,47
144,black,47,25
144,black,46,31
144,black,12,14
144,black,62,42
144,black,55,9
144,black,63,7
144,black,32,27
144,black,51,49
144,black,38,28
144,black,27,47
144,black,24,14
144,black,31,18
144,black,19,8
144,black,59,26
144,black,2,7
144,black,21,25
144,black,22,14
144,black,14,16
144,black,60,26
144,black,29,24
144,black,37,39
144,black,34,49
144,black,58,26
144,black,13,13
144,black,61,5
144,black,10,14
144,black,8,12
144,black,16,11
144,black,9,18
144,black,3,9
144,black,1,4
144,black,7,3
144,black,39,16
144,black,57,10
144,black,50,8
144,black,56,4
144,black,15,10
144,black,5,5
144,black,18,27
144,black,54,15
144,black,23,9
144,black,0,4
144,black,20,26
144,black,6,1
144,black,4,3
144,black,53,7
144,black,49,8
144,black,48,3
32,white,28,110
32,white,21,149
32,white,26,95
32,white,27,143
32,white,36,98
32,white,59,19
32,white,6,76
32,white,3,39
32,white,44,32
32,white,31,39
32,white,7,13
32,white,11,65
32,white,18,117
32,white,12,58
32,white,63,16
32,white,30,46
32,white,9,22
32,white,25,48
32,white,24,36
32,white,33,62
32,white,42,48
32,white,43,39
32,white,16,36
32,white,61,14
32,white,54,24
32,white,45,32
32,white,52,28
32,white,62,9
32,white,15,22
32,white,34,39
32,white,41,15
32,white,35,77
32,white,38,56
32,white,22,52
32,white,5,29
32,white,14,26
32,white,17,48
32,white,53,28
32,white,47,19
32,white,29,81
32,white,20,74
32,white,37,36
32,white,32,15
32,white,39,35
32,white,46,15
32,white,55,20
32,white,1,19
32,white,56,13
32,white,48,13
32,white,49,20
32,white,57,9
32,white,19,81
32,white,4,51
32,white,23,35
32,white,40,13
32,white,2,36
32,white,13,17
32,white,50,33
32,white,51,25
32,white,0,7
32,white,8,11
32,white,58,9
32,white,60,16
32,white,10,22
32,black,36,110
32,black,42,144
32,black,47,48
32,black,43,87
32,black,59,34
32,black,44,94
32,black,58,36
32,black,45,149
32,black,34,84
32,black,38,41
32,black,31,22
32,black,32,44
32,black,52,98
32,black,40,47
32,black,39,30
32,black,10,27
32,black,22,13
32,black,9,27
32,black,23,15
32,black,25,51
32,black,41,42
32,black,33,45
32,black,51,75
32,black,50,29
32,black,62,83
32,black,11,13
32,black,15,9
32,black,57,24
32,black,30,51
32,black,35,110
32,black,46,48
32,black,5,14
32,black,53,33
32,black,26,43
32,black,27,91
32,black,61,43
32,black,63,15
32,black,37,68
32,black,18,37
32,black,8,20
32,black,60,60
32,black,48,5
32,black,24,21
32,black,16,14
32,black,17,12
32,black,1,7
32,black,19,21
32,black,28,56
32,black,13,19
32,black,3,7
32,black,49,28
32,black,54,33
32,black,55,22
32,black,21,35
32,black,0,13
32,black,6,2
32,black,29,37
32,black,20,22
32,black,12,19
32,black,14,16
32,black,4,13
32,black,2,14
32,black,7,6
32,black,56,7
38,white,28,156
38,white,36,112
38,white,26,116
38,white,34,35
38,white,27,140
38,white,21,164
38,white,24,36
38,white,33,64
38,white,10,29
38,white,43,47
38,white,6,101
38,white,4,72
38,white,12,94
38,white,35,102
38,white,18,132
38,white,51,33
38,white,19,100
38,white,23,60
38,white,20,96
38,white,17,60
38,white,16,45
38,white,11,101
38,white,22,68
38,white,37,47
38,white,8,10
38,white,52,42
38,white,38,100
38,white,2,36
38,white,30,71
38,white,31,54
38,white,39,49
38,white,29,92
38,white,14,33
38,white,5,43
38,white,0,7
38,white,13,47
38,white,9,21
38,white,1,15
38,white,46,37
38,white,53,48
38,white,48,18
38,white,44,46
38,white,56,16
38,white,49,26
38,white,40,18
38,white,25,42
38,white,3,54
38,white,47,34
38,white,7,16
38,white,54,27
38,white,15,25
38,white,42,41
38,white,45,59
38,white,50,27
38,white,32,23
38,white,41,21
38,white,61,13
38,white,59,16
38,white,60,11
38,white,63,11
38,white,58,11
38,white,62,14
38,white,55,30
38,white,57,5
38,black,45,182
38,black,35,142
38,black,41,58
38,black,43,123
38,black,44,118
38,black,52,103
38,black,51,93
38,black,42,162
38,black,33,47
38,black,26,51
38,black,62,98
38,black,58,50
38,black,40,55
38,black,25,59
38,black,12,25
38,black,38,63
38,black,46,80
38,black,39,52
38,black,15,16
38,black,36,132
38,black,49,30
38,black,34,93
38,black,60,47
38,black,28,68
38,black,18,42
38,black,21,42
38,black,8,22
38,black,54,57
38,black,47,71
38,black,30,82
38,black,20,32
38,black,32,52
38,black,29,58
38,black,0,17
38,black,24,27
38,black,14,15
38,black,10,24
38,black,13,23
38,black,22,23
38,black,56,14
38,black,61,36
38,black,16,21
38,black,48,9
38,black,53,45
38,black,17,26
38,black,63,32
38,black,57,21
38,black,37,83
38,black,19,39
38,black,27,110
38,black,11,28
38,black,4,10
38,black,31,28
38,black,6,13
38,black,23,24
38,black,55,22
38,black,7,13
38,black,50,36
38,black,2,14
38,black,5,15
38,black,59,58
38,black,9,15
38,black,3,17
38,black,1,7
136,white,28,74
136,white,27,87
136,white,35,65
136,white,11,45
136,white,20,50
136,white,18,77
136,white,26,66
136,white,21,117
136,white,6,56
136,white,4,35
136,white,12,52
136,white,41,17
136,white,44,14
136,white,43,14
136,white,52,16
136,white,58,6
136,white,38,46
136,white,3,25
136,white,53,16
136,white,54,10
136,white,23,34
136,white,15,12
136,white,45,20
136,white,46,9
136,white,29,50
136,white,36,51
136,white,10,20
136,white,17,30
136,white,19,37
136,white,16,23
136,white,25,17
136,white,33,44
136,white,42,22
136,white,40,14
136,white,56,8
136,white,2,21
136,white,22,38
136,white,14,22
136,white,34,19
136,white,30,22
136,white,50,21
136,white,62,2
136,white,1,17
136,white,9,14
136,white,55,12
136,white,37,25
136,white,49,13
136,white,13,12
136,white,31,19
136,white,60,6
136,white,61,7
136,white,24,19
136,white,7,11
136,white,32,10
136,white,5,25
136,white,48,10
136,white,57,4
136,white,39,13
136,white,47,7
136,white,51,15
136,white,59,6
136,white,8,3
136,white,63,4
136,white,0,1
136,black,42,82
136,black,35,74
136,black,32,18
136,black,37,46
136,black,28,51
136,black,21,34
136,black,45,86
136,black,44,50
136,black,25,35
136,black,4,10
136,black,27,57
136,black,43,51
136,black,40,26
136,black,41,31
136,black,52,56
136,black,59,22
136,black,51,57
136,black,53,14
136,black,47,27
136,black,60,37
136,black,38,34
136,black,50,25
136,black,3,12
136,black,2,7
136,black,10,17
136,black,33,27
136,black,34,55
136,black,49,16
136,black,30,37
136,black,39,20
136,black,31,15
136,black,58,26
136,black,62,43
136,black,36,78
136,black,63,11
136,black,9,15
136,black,18,25
136,black,23,12
136,black,15,10
136,black,61,28
136,black,26,20
136,black,24,8
136,black,46,29
136,black,8,10
136,black,11,17
136,black,55,7
136,black,48,3
136,black,13,12
136,black,20,19
136,black,57,15
136,black,12,14
136,black,56,5
136,black,29,15
136,black,14,10
136,black,5,6
136,black,0,3
136,black,54,22
136,black,22,9
136,black,6,8
136,black,19,10
136,black,1,6
136,black,7,5
136,black,17,6
136,black,16,12
43,white,26,79
43,white,22,50
43,white,35,75
43,white,21,138
43,white,18,110
43,white,14,35
43,white,31,36
43,white,6,72
43,white,37,27
43,white,28,111
43,white,17,48
43,white,44,32
43,white,36,82
43,white,39,28
43,white,58,11
43,white,49,24
43,white,50,18
43,white,59,15
43,white,19,72
43,white,38,63
43,white,43,33
43,white,4,52
43,white,30,47
43,white,2,39
43,white,34,38
43,white,42,30
43,white,47,18
43,white,33,47
43,white,27,126
43,white,16,46
43,white,53,21
43,white,20,72
43,white,12,82
43,white,24,36
43,white,7,13
43,white,29,51
43,white,11,63
43,white,0,8
43,white,1,28
43,white,56,9
43,white,51,24
43,white,60,11
43,white,3,40
43,white,48,15
43,white,45,25
43,white,55,10
43,white,10,34
43,white,5,31
43,white,8,8
43,white,32,9
43,white,54,11
43,white,25,35
43,white,23,38
43,white,15,12
43,white,52,19
43,white,46,12
43,white,40,17
43,white,63,8
43,white,57,5
43,white,13,16
43,white,41,20
43,white,61,6
43,white,62,7
43,white,9,27
43,black,36,97
43,black,35,100
43,black,38,50
43,black,42,105
43,black,30,53
43,black,44,84
43,black,52,88
43,black,40,39
43,black,37,65
43,black,34,84
43,black,45,134
43,black,46,48
43,black,61,27
43,black,43,84
43,black,59,34
43,black,51,66
43,black,57,24
43,black,60,36
43,black,49,29
43,black,28,63
43,black,47,46
43,black,2,12
43,black,9,26
43,black,19,29
43,black,3,20
43,black,18,35
43,black,54,40
43,black,41,40
43,black,50,27
43,black,58,30
43,black,23,15
43,black,20,17
43,black,62,54
43,black,0,5
43,black,17,13
43,black,32,29
43,black,27,83
43,black,8,9
43,black,39,47
43,black,53,28
43,black,26,37
43,black,4,15
43,black,56,8
43,black,25,50
43,black,63,20
43,black,15,18
43,black,29,46
43,black,10,19
43,black,33,37
43,black,6,7
43,black,21,41
43,black,31,35
43,black,1,6
43,black,55,15
43,black,13,14
43,black,7,9
43,black,12,12
43,black,16,14
43,black,22,19
43,black,14,12
43,black,5,6
43,black,24,13
43,black,11,15
43,black,48,8
239,white,28,51
239,white,27,49
239,white,18,42
239,white,23,16
239,white,20,27
239,white,11,31
239,white,19,29
239,white,21,51
239,white,33,22
239,white,2,17
239,white,42,16
239,white,43,15
239,white,12,23
239,white,3,15
239,white,34,9
239,white,29,33
239,white,46,10
239,white,38,27
239,white,36,35
239,white,31,12
239,white,30,16
239,white,39,11
239,white,6,26
239,white,7,7
239,white,41,8
239,white,45,8
239,white,26,33
239,white,25,24
239,white,35,24
239,white,24,13
239,white,56,6
239,white,40,3
239,white,10,11
239,white,16,17
239,white,4,17
239,white,17,15
239,white,9,8
239,white,32,7
239,white,1,9
239,white,58,4
239,white,49,8
239,white,59,7
239,white,44,9
239,white,61,5
239,white,52,5
239,white,50,7
239,white,47,8
239,white,55,7
239,white,63,4
239,white,13,10
239,white,22,17
239,white,5,7
239,white,51,6
239,white,62,3
239,white,37,6
239,white,14,9
239,white,0,4
239,white,48,2
239,white,54,3
239,white,53,12
239,white,15,5
239,white,60,1
239,white,57,2
239,white,8,2
239,black,45,55
239,black,39,13
239,black,43,32
239,black,36,43
239,black,27,39
239,black,34,22
239,black,52,24
239,black,42,51
239,black,46,25
239,black,51,33
239,black,40,19
239,black,62,25
239,black,60,18
239,black,44,24
239,black,37,22
239,black,28,26
239,black,54,13
239,black,47,18
239,black,53,15
239,black,21,13
239,black,30,18
239,black,31,5
239,black,23,8
239,black,14,2
239,black,41,21
239,black,63,5
239,black,33,15
239,black,49,3
239,black,24,6
239,black,29,15
239,black,12,7
239,black,25,14
239,black,35,40
239,black,18,15
239,black,26,18
239,black,57,6
239,black,17,9
239,black,11,12
239,black,32,17
239,black,50,18
239,black,58,12
239,black,19,16
239,black,5,5
239,black,10,6
239,black,38,17
239,black,59,12
239,black,16,7
239,black,20,9
239,black,9,8
239,black,1,2
239,black,8,8
239,black,0,5
239,black,7,2
239,black,61,9
239,black,3,4
239,black,55,7
239,black,22,4
239,black,13,4
239,black,4,6
239,black,56,2
239,black,15,1
239,black,48,1
325,white,27,39
325,white,26,13
325,white,21,23
325,white,11,21
325,white,28,19
325,white,36,16
325,white,19,23
325,white,6,7
325,white,2,11
325,white,16,9
325,white,4,8
325,white,39,3
325,white,47,2
325,white,38,12
325,white,29,13
325,white,50,12
325,white,55,3
325,white,34,12
325,white,43,20
325,white,63,3
325,white,59,8
325,white,35,19
325,white,20,15
325,white,33,18
325,white,42,10
325,white,18,21
325,white,24,3
325,white,25,9
325,white,3,7
325,white,57,4
325,white,51,4
325,white,41,9
325,white,32,5
325,white,60,3
325,white,48,5
325,white,22,7
325,white,14,6
325,white,54,9
325,white,30,11
325,white,23,7
325,white,46,5
325,white,37,17
325,white,45,4
325,white,53,4
325,white,62,3
325,white,61,3
325,white,56,3
325,white,1,3
325,white,49,5
325,white,12,15
325,white,5,5
325,white,44,5
325,white,58,2
325,white,52,4
325,white,31,4
325,white,10,5
325,white,13,4
325,white,40,2
325,white,9,2
325,white,17,2
325,white,7,1
325,black,45,23
325,black,44,17
325,black,25,12
325,black,11,6
325,black,62,7
325,black,35,25
325,black,28,12
325,black,38,11
325,black,21,5
325,black,26,5
325,black,42,28
325,black,57,6
325,black,33,7
325,black,27,26
325,black,49,12
325,black,46,10
325,black,37,12
325,black,17,2
325,black,34,17
325,black,19,9
325,black,43,23
325,black,47,10
325,black,29,9
325,black,53,12
325,black,39,12
325,black,54,8
325,black,40,5
325,black,18,6
325,black,8,3
325,black,51,17
325,black,59,17
325,black,58,8
325,black,60,21
325,black,48,2
325,black,36,21
325,black,30,9
325,black,31,6
325,black,56,2
325,black,22,2
325,black,1,1
325,black,41,10
325,black,61,7
325,black,52,14
325,black,32,8
325,black,24,2
325,black,50,10
325,black,12,2
325,black,14,7
325,black,55,3
325,black,10,5
325,black,2,2
325,black,9,3
325,black,6,4
325,black,15,2
325,black,23,3
325,black,3,1
325,black,20,4
325,black,13,4
325,black,16,1
91,white,28,96
91,white,21,119
91,white,18,111
91,white,27,106
91,white,35,87
91,white,19,67
91,white,38,53
91,white,26,85
91,white,17,39
91,white,31,34
91,white,20,64
91,white,23,51
91,white,37,22
91,white,34,28
91,white,11,60
91,white,54,8
91,white,44,15
91,white,2,39
91,white,30,44
91,white,12,66
91,white,45,23
91,white,25,38
91,white,51,17
91,white,4,44
91,white,47,14
91,white,60,6
91,white,55,11
91,white,1,17
91,white,8,6
91,white,62,5
91,white,16,31
91,white,24,39
91,white,6,59
91,white,39,13
91,white,33,40
91,white,42,31
91,white,29,56
91,white,36,62
91,white,22,46
91,white,5,24
91,white,52,9
91,white,46,14
91,white,53,17
91,white,63,6
91,white,3,48
91,white,9,11
91,white,13,22
91,white,59,15
91,white,56,11
91,white,40,11
91,white,7,12
91,white,50,21
91,white,14,25
91,white,41,15
91,white,15,8
91,white,43,15
91,white,49,9
91,white,58,4
91,white,32,18
91,white,57,3
91,white,10,16
91,white,48,5
91,white,0,3
91,white,61,2
91,black,45,109
91,black,36,106
91,black,52,70
91,black,27,71
91,black,34,63
91,black,42,102
91,black,43,66
91,black,30,52
91,black,41,55
91,black,47,40
91,black,51,57
91,black,39,33
91,black,58,25
91,black,32,38
91,black,35,89
91,black,46,46
91,black,44,68
91,black,20,20
91,black,17,15
91,black,60,39
91,black,55,11
91,black,37,42
91,black,57,19
91,black,25,48
91,black,4,12
91,black,40,43
91,black,19,29
91,black,48,11
91,black,11,19
91,black,3,18
91,black,59,36
91,black,2,13
91,black,0,8
91,black,62,51
91,black,56,10
91,black,8,10
91,black,10,15
91,black,28,57
91,black,21,29
91,black,31,27
91,black,63,8
91,black,38,33
91,black,33,29
91,black,26,25
91,black,12,22
91,black,18,13
91,black,9,12
91,black,1,5
91,black,13,14
91,black,5,11
91,black,61,21
91,black,53,25
91,black,29,29
91,black,24,8
91,black,50,15
91,black,54,24
91,black,49,25
91,black,23,13
91,black,15,6
91,black,14,9
91,black,7,12
91,black,16,10
91,black,22,17
91,black,6,3
252,white,28,33
252,white,21,45
252,white,36,35
252,white,19,28
252,white,12,29
252,white,25,12
252,white,44,9
252,white,27,49
252,white,38,24
252,white,45,14
252,white,6,28
252,white,18,41
252,white,24,13
252,white,17,21
252,white,26,30
252,white,35,30
252,white,32,9
252,white,3,6
252,white,59,6
252,white,40,8
252,white,14,9
252,white,56,2
252,white,48,3
252,white,42,15
252,white,51,3
252,white,22,20
252,white,31,19
252,white,29,19
252,white,50,1
252,white,52,9
252,white,57,1
252,white,20,22
252,white,58,2
252,white,60,7
252,white,11,31
252,white,9,8
252,white,63,8
252,white,23,18
252,white,0,5
252,white,1,12
252,white,16,15
252,white,34,16
252,white,37,23
252,white,39,16
252,white,4,33
252,white,7,7
252,white,30,14
252,white,54,5
252,white,15,8
252,white,5,25
252,white,33,18
252,white,49,5
252,white,47,5
252,white,10,12
252,white,2,11
252,white,43,7
252,white,41,3
252,white,55,4
252,white,53,5
252,white,46,4
252,white,13,6
252,white,62,6
252,white,61,9
252,white,8,1
252,black,36,49
252,black,25,18
252,black,52,41
252,black,28,23
252,black,14,5
252,black,46,12
252,black,44,29
252,black,42,50
252,black,45,56
252,black,51,24
252,black,58,15
252,black,32,21
252,black,35,36
252,black,60,22
252,black,57,3
252,black,34,34
252,black,59,17
252,black,40,15
252,black,3,5
252,black,1,4
252,black,50,4
252,black,43,35
252,black,17,5
252,black,21,7
252,black,20,3
252,black,26,23
252,black,61,12
252,black,49,8
252,black,39,15
252,black,37,29
252,black,30,20
252,black,31,8
252,black,22,9
252,black,23,11
252,black,38,21
252,black,13,4
252,black,6,3
252,black,0,7
252,black,9,9
252,black,19,10
252,black,8,7
252,black,47,15
252,black,41,17
252,black,62,25
252,black,55,4
252,black,54,12
252,black,4,7
252,black,27,21
252,black,33,11
252,black,63,5
252,black,12,6
252,black,24,8
252,black,48,2
252,black,53,13
252,black,2,2
252,black,15,4
252,black,16,6
252,black,10,8
252,black,18,12
252,black,29,13
252,black,11,6
252,black,5,2
252,black,7,1
398,white,27,19
398,white,26,11
398,white,35,21
398,white,18,22
398,white,28,16
398,white,12,7
398,white,38,13
398,white,23,9
398,white,16,9
398,white,19,8
398,white,21,30
398,white,37,4
398,white,6,14
398,white,31,7
398,white,39,3
398,white,30,9
398,white,4,9
398,white,33,16
398,white,43,3
398,white,36,7
398,white,29,7
398,white,24,11
398,white,20,8
398,white,25,12
398,white,32,6
398,white,10,1
398,white,11,7
398,white,50,4
398,white,51,1
398,white,57,3
398,white,58,1
398,white,63,1
398,white,54,3
398,white,53,1
398,white,2,6
398,white,14,6
398,white,45,3
398,white,22,7
398,white,1,7
398,white,3,2
398,white,5,5
398,white,13,3
398,white,15,3
398,white,7,5
398,white,8,1
398,white,17,8
398,white,9,6
398,white,42,10
398,white,34,2
398,white,46,1
398,white,61,1
398,white,52,3
398,white,40,4
398,white,41,3
398,white,48,3
398,white,49,2
398,white,44,1
398,white,56,3
398,white,62,1
398,white,47,2
398,white,59,2
398,black,35,25
398,black,44,10
398,black,40,10
398,black,28,5
398,black,52,16
398,black,42,26
398,black,27,17
398,black,12,3
398,black,36,17
398,black,37,6
398,black,45,20
398,black,43,10
398,black,18,6
398,black,47,9
398,black,38,13
398,black,53,1
398,black,39,4
398,black,46,6
398,black,58,10
398,black,30,12
398,black,31,4
398,black,60,6
398,black,25,10
398,black,32,9
398,black,41,9
398,black,51,19
398,black,61,3
398,black,48,1
398,black,62,9
398,black,33,5
398,black,29,4
398,black,20,6
398,black,21,9
398,black,34,10
398,black,3,1
398,black,14,6
398,black,26,1
398,black,17,2
398,black,24,2
398,black,57,9
398,black,10,5
398,black,9,4
398,black,56,2
398,black,1,2
398,black,55,1
398,black,6,1
398,black,8,2
398,black,19,3
398,black,11,1
398,black,16,1
398,black,0,1
398,black,54,5
398,black,23,5
398,black,13,1
398,black,59,3
398,black,4,1
398,black,50,2
398,black,63,1
398,black,49,1
398,black,15,1
398,black,7,1
37,white,27,117
37,white,18,122
37,white,28,129
37,white,36,106
37,white,21,177
37,white,38,71
37,white,11,109
37,white,19,97
37,white,2,49
37,white,43,33
37,white,58,5
37,white,22,72
37,white,29,108
37,white,4,57
37,white,33,67
37,white,16,42
37,white,12,102
37,white,5,51
37,white,13,33
37,white,31,45
37,white,30,67
37,white,39,37
37,white,6,77
37,white,54,17
37,white,52,22
37,white,3,49
37,white,44,31
37,white,14,33
37,white,62,8
37,white,20,81
37,white,26,113
37,white,47,22
37,white,17,64
37,white,9,22
37,white,42,34
37,white,34,41
37,white,1,26
37,white,35,73
37,white,10,32
37,white,59,14
37,white,25,35
37,white,55,12
37,white,45,30
37,white,23,48
37,white,24,59
37,white,63,12
37,white,49,11
37,white,56,7
37,white,48,13
37,white,57,6
37,white,41,13
37,white,7,18
37,white,53,30
37,white,37,43
37,white,32,24
37,white,40,16
37,white,15,21
37,white,46,11
37,white,0,12
37,white,50,18
37,white,60,12
37,white,51,16
37,white,8,12
37,white,61,11
37,black,45,158
37,black,44,95
37,black,35,112
37,black,51,77
37,black,25,60
37,black,36,133
37,black,27,79
37,black,11,30
37,black,31,23
37,black,41,56
37,black,34,100
37,black,58,41
37,black,39,50
37,black,42,120
37,black,50,19
37,black,53,25
37,black,20,23
37,black,46,72
37,black,33,51
37,black,60,47
37,black,52,90
37,black,57,21
37,black,7,8
37,black,3,18
37,black,62,77
37,black,6,6
37,black,29,60
37,black,47,51
37,black,38,59
37,black,22,23
37,black,43,91
37,black,19,36
37,black,54,52
37,black,28,79
37,black,30,80
37,black,9,34
37,black,0,16
37,black,10,23
37,black,18,45
37,black,21,43
37,black,37,76
37,black,59,48
37,black,13,32
37,black,14,18
37,black,12,22
37,black,26,44
37,black,17,26
37,black,16,16
37,black,32,46
37,black,24,34
37,black,8,22
37,black,40,39
37,black,55,24
37,black,15,15
37,black,23,27
37,black,4,8
37,black,49,19
37,black,48,9
37,black,1,7
37,black,63,15
37,black,5,15
37,black,61,34
37,black,2,12
37,black,56,7
212,white,28,40
212,white,36,35
212,white,26,32
212,white,27,45
212,white,29,33
212,white,35,23
212,white,18,43
212,white,39,10
212,white,21,42
212,white,45,13
212,white,44,16
212,white,49,12
212,white,52,8
212,white,2,10
212,white,33,18
212,white,22,22
212,white,14,16
212,white,17,15
212,white,6,26
212,white,11,41
212,white,16,11
212,white,10,14
212,white,19,28
212,white,38,19
212,white,4,18
212,white,31,11
212,white,60,4
212,white,20,34
212,white,12,36
212,white,37,16
212,white,7,3
212,white,23,16
212,white,30,22
212,white,5,16
212,white,13,16
212,white,51,11
212,white,43,10
212,white,3,15
212,white,15,5
212,white,34,23
212,white,42,19
212,white,1,8
212,white,24,14
212,white,55,3
212,white,50,8
212,white,41,4
212,white,57,2
212,white,25,15
212,white,58,2
212,white,9,15
212,white,8,4
212,white,46,6
212,white,47,7
212,white,32,6
212,white,48,4
212,white,53,8
212,white,61,7
212,white,59,5
212,white,40,5
212,white,62,2
212,white,63,2
212,white,0,2
212,white,56,1
212,white,54,1
212,black,45,51
212,black,35,31
212,black,41,14
212,black,43,26
212,black,36,45
212,black,44,30
212,black,51,32
212,black,46,24
212,black,62,29
212,black,52,28
212,black,34,28
212,black,49,6
212,black,54,19
212,black,42,37
212,black,32,18
212,black,24,11
212,black,60,22
212,black,28,17
212,black,37,22
212,black,47,18
212,black,21,14
212,black,50,12
212,black,57,13
212,black,27,28
212,black,31,14
212,black,22,9
212,black,5,7
212,black,29,23
212,black,61,17
212,black,9,13
212,black,53,13
212,black,11,6
212,black,13,8
212,black,6,5
212,black,39,17
212,black,12,9
212,black,8,9
212,black,16,10
212,black,0,4
212,black,48,4
212,black,38,17
212,black,23,7
212,black,40,14
212,black,4,3
212,black,30,24
212,black,14,4
212,black,17,7
212,black,25,14
212,black,26,14
212,black,15,6
212,black,7,3
212,black,20,14
212,black,10,7
212,black,58,15
212,black,3,6
212,black,19,8
212,black,33,18
212,black,18,9
212,black,59,12
212,black,63,8
212,black,55,4
212,black,56,3
212,black,1,2
212,black,2,2
115,white,28,69
115,white,35,46
115,white,26,38
115,white,42,21
115,white,27,60
115,white,12,28
115,white,18,74
115,white,20,38
115,white,3,22
115,white,16,31
115,white,21,76
115,white,2,30
115,white,39,16
115,white,48,8
115,white,5,4
115,white,29,39
115,white,13,14
115,white,6,38
115,white,19,48
115,white,4,18
115,white,44,12
115,white,38,34
115,white,45,12
115,white,23,29
115,white,22,27
115,white,47,9
115,white,7,10
115,white,58,13
115,white,50,17
115,white,59,7
115,white,11,38
115,white,53,15
115,white,17,19
115,white,25,18
115,white,34,13
115,white,30,31
115,white,37,16
115,white,1,14
115,white,43,15
115,white,32,11
115,white,46,16
115,white,49,10
115,white,36,40
115,white,24,22
115,white,10,18
115,white,14,10
115,white,9,15
115,white,55,12
115,white,63,10
115,white,52,3
115,white,33,35
115,white,51,5
115,white,31,16
115,white,56,8
115,white,62,3
115,white,61,3
115,white,40,8
115,white,41,2
115,white,54,6
115,white,60,4
115,white,15,6
115,white,0,4
115,white,8,5
115,black,35,76
115,black,45,73
115,black,42,71
115,black,27,34
115,black,36,44
115,black,44,55
115,black,3,10
115,black,25,34
115,black,18,16
115,black,28,51
115,black,46,36
115,black,26,18
115,black,58,23
115,black,19,22
115,black,2,3
115,black,7,7
115,black,43,40
115,black,52,49
115,black,62,28
115,black,21,17
115,black,51,26
115,black,61,19
115,black,47,29
115,black,13,10
115,black,54,14
115,black,29,24
115,black,63,6
115,black,31,10
115,black,39,20
115,black,38,30
115,black,34,47
115,black,30,28
115,black,53,10
115,black,60,19
115,black,32,22
115,black,10,8
115,black,41,35
115,black,37,30
115,black,59,19
115,black,50,11
115,black,56,9
115,black,15,4
115,black,0,7
115,black,40,27
115,black,11,12
115,black,49,14
115,black,14,5
115,black,8,9
115,black,16,10
115,black,23,4
115,black,12,4
115,black,22,7
115,black,55,5
115,black,33,24
115,black,9,6
115,black,24,7
115,black,57,10
115,black,48,4
115,black,4,2
115,black,17,8
115,black,1,2
115,black,6,2
115,black,20,5
115,black,5,1
3,white,21,213
3,white,27,174
3,white,20,115
3,white,18,156
3,white,11,110
3,white,19,114
3,white,10,42
3,white,6,96
3,white,16,66
3,white,4,68
3,white,28,173
3,white,43,59
3,white,26,122
3,white,34,46
3,white,1,27
3,white,29,109
3,white,36,131
3,white,42,63
3,white,22,84
3,white,24,52
3,white,14,48
3,white,32,28
3,white,50,48
3,white,35,92
3,white,41,25
3,white,49,34
3,white,40,30
3,white,48,28
3,white,56,23
3,white,31,35
