rating_diff,player,square,count
270,white,37,18
270,white,22,19
270,white,29,32
270,white,0,5
270,white,2,11
270,white,31,11
270,white,18,46
270,white,47,6
270,white,20,28
270,white,33,17
270,white,39,10
270,white,50,10
270,white,34,14
270,white,12,28
270,white,24,13
270,white,16,15
270,white,57,8
270,white,3,18
270,white,48,5
270,white,23,14
270,white,15,2
270,white,40,2
270,white,41,8
270,white,49,8
270,white,8,4
270,white,10,12
270,white,30,8
270,white,25,20
270,white,9,6
270,white,43,4
270,white,54,9
270,white,7,10
270,white,60,6
270,white,46,11
270,white,51,6
270,white,55,4
270,white,56,4
270,white,32,8
270,white,5,7
270,white,52,5
270,white,13,2
270,white,62,4
270,white,1,10
270,black,36,49
270,black,42,50
270,black,43,38
270,black,27,35
270,black,34,38
270,black,45,55
270,black,38,18
270,black,32,21
270,black,35,37
270,black,28,28
270,black,52,30
270,black,59,18
270,black,21,13
270,black,61,13
270,black,14,5
270,black,62,31
270,black,49,10
270,black,40,14
270,black,44,33
270,black,58,11
270,black,26,14
270,black,17,11
270,black,54,13
270,black,8,5
270,black,46,19
270,black,37,19
270,black,39,8
270,black,24,7
270,black,16,5
270,black,31,4
270,black,47,23
270,black,41,19
270,black,50,20
270,black,30,15
270,black,25,23
270,black,33,9
270,black,19,16
270,black,51,27
270,black,12,8
270,black,3,7
270,black,0,6
270,black,4,6
270,black,1,8
270,black,7,3
270,black,11,6
270,black,5,8
270,black,57,12
270,black,18,12
270,black,10,14
270,black,55,3
270,black,29,14
270,black,20,2
270,black,63,5
270,black,60,18
270,black,56,2
270,black,53,4
270,black,9,13
270,black,23,1
270,black,15,1
270,black,6,1
270,black,2,2
270,black,22,1
270,black,48,1
270,black,13,3
219,white,28,57
219,white,21,75
219,white,18,57
219,white,19,32
219,white,6,35
219,white,33,35
219,white,24,19
219,white,17,20
219,white,38,35
219,white,11,34
219,white,23,25
219,white,20,38
219,white,35,45
219,white,47,13
219,white,45,17
219,white,60,7
219,white,54,6
219,white,27,66
219,white,26,51
219,white,42,19
219,white,52,15
219,white,43,27
219,white,8,6
219,white,12,38
219,white,15,19
219,white,2,13
219,white,40,7
219,white,7,9
219,white,32,7
219,white,0,4
219,white,50,14
219,white,5,12
219,white,41,6
219,white,1,11
219,white,48,13
219,white,57,7
219,white,56,3
219,white,22,20
219,white,14,10
219,white,4,18
219,white,59,5
219,white,49,8
219,white,63,7
219,white,16,20
219,white,25,22
219,white,44,19
219,white,31,25
219,white,51,8
219,white,30,26
219,white,3,11
219,white,53,14
219,white,13,8
219,white,37,20
219,white,34,12
219,white,58,7
219,white,36,28
219,white,10,14
219,white,29,16
219,white,9,6
219,white,39,10
219,white,62,3
219,white,55,5
219,white,61,5
219,white,46,8
219,black,36,57
219,black,42,58
219,black,34,39
219,black,43,53
219,black,45,60
219,black,40,25
219,black,33,26
219,black,62,32
219,black,46,25
219,black,30,25
219,black,27,40
219,black,44,44
219,black,17,3
219,black,10,12
219,black,0,11
219,black,35,61
219,black,47,30
219,black,60,21
219,black,63,5
219,black,55,7
219,black,54,22
219,black,52,41
219,black,38,22
219,black,59,16
219,black,49,18
219,black,57,10
219,black,26,22
219,black,61,18
219,black,25,21
219,black,11,15
219,black,20,16
219,black,29,11
219,black,53,14
219,black,9,7
219,black,13,8
219,black,24,7
219,black,8,6
219,black,3,8
219,black,5,6
219,black,39,20
219,black,21,17
219,black,58,21
219,black,18,14
219,black,37,31
219,black,32,16
219,black,51,31
219,black,50,17
219,black,28,31
219,black,31,10
219,black,2,6
219,black,22,6
219,black,12,9
219,black,23,3
219,black,6,4
219,black,41,25
219,black,4,7
219,black,14,9
219,black,15,4
219,black,48,4
219,black,1,3
219,black,19,10
219,black,56,2
219,black,16,2
219,black,7,2
117,white,28,71
117,white,18,83
117,white,21,94
117,white,35,55
117,white,45,27
117,white,26,48
117,white,22,27
117,white,20,42
117,white,23,29
117,white,5,18
117,white,44,17
117,white,14,21
117,white,24,25
117,white,11,36
117,white,37,28
117,white,36,54
117,white,29,46
117,white,3,30
117,white,27,83
117,white,4,32
117,white,15,11
117,white,19,41
117,white,47,11
117,white,31,14
117,white,6,42
117,white,43,21
117,white,38,40
117,white,13,11
117,white,17,19
117,white,33,31
117,white,41,7
117,white,49,15
117,white,57,6
117,white,42,22
117,white,32,12
117,white,54,14
117,white,30,21
117,white,39,20
117,white,53,17
117,white,63,3
117,white,12,48
117,white,46,14
117,white,51,15
117,white,34,24
117,white,16,21
117,white,25,21
117,white,2,19
117,white,7,13
117,white,56,10
117,white,48,9
117,white,40,5
117,white,10,11
117,white,52,17
117,white,61,8
117,white,60,7
117,white,1,16
117,white,55,8
117,white,8,4
117,white,9,8
117,white,59,5
117,white,50,8
117,white,58,7
117,white,0,6
117,white,62,1
117,black,36,67
117,black,45,98
117,black,42,78
117,black,43,46
117,black,62,47
117,black,30,27
117,black,27,57
117,black,10,5
117,black,20,6
117,black,44,54
117,black,34,58
117,black,41,41
117,black,32,24
117,black,37,42
117,black,47,20
117,black,35,70
117,black,29,20
117,black,19,11
117,black,61,24
117,black,53,23
117,black,60,28
117,black,12,7
117,black,46,45
117,black,4,2
117,black,28,47
117,black,33,19
117,black,58,19
117,black,59,28
117,black,51,46
117,black,22,11
117,black,52,50
117,black,38,24
117,black,50,32
117,black,39,22
117,black,40,20
117,black,2,7
117,black,5,5
117,black,25,28
117,black,0,3
117,black,24,11
117,black,54,29
117,black,63,12
117,black,57,11
117,black,17,8
117,black,18,22
117,black,16,8
117,black,8,5
117,black,26,23
117,black,7,4
117,black,49,17
117,black,6,3
117,black,14,10
117,black,13,9
117,black,3,6
117,black,48,3
117,black,55,10
117,black,21,17
117,black,31,10
117,black,23,10
117,black,15,5
117,black,9,13
117,black,1,2
117,black,56,4
117,black,11,5
227,white,24,19
227,white,16,21
227,white,27,41
227,white,26,42
227,white,18,55
227,white,38,25
227,white,45,10
227,white,28,42
227,white,23,14
227,white,35,37
227,white,10,9
227,white,12,45
227,white,2,20
227,white,17,23
227,white,29,27
227,white,30,18
227,white,6,25
227,white,32,10
227,white,44,16
227,white,4,19
227,white,37,19
227,white,39,11
227,white,46,6
227,white,31,9
227,white,22,32
227,white,11,33
227,white,21,58
227,white,36,34
227,white,8,5
227,white,34,23
227,white,25,20
227,white,9,7
227,white,3,13
227,white,51,12
227,white,56,8
227,white,61,9
227,white,20,26
227,white,33,22
227,white,49,5
227,white,5,7
227,white,19,25
227,white,14,14
227,white,42,16
227,white,43,6
227,white,1,8
227,white,47,3
227,white,41,5
227,white,50,13
227,white,55,2
227,white,15,4
227,white,52,7
227,white,13,6
227,white,63,2
227,white,53,7
227,white,60,4
227,white,59,2
227,white,40,2
227,white,48,1
227,white,54,1
227,white,0,3
227,white,58,2
227,black,36,49
227,black,16,8
227,black,45,51
227,black,46,26
227,black,54,17
227,black,62,26
227,black,43,26
227,black,34,33
227,black,32,22
227,black,40,10
227,black,33,12
227,black,18,21
227,black,51,24
227,black,26,16
227,black,50,12
227,black,37,39
227,black,53,12
227,black,28,27
227,black,57,8
227,black,58,18
227,black,59,18
227,black,52,38
227,black,39,15
227,black,44,42
227,black,61,11
227,black,47,19
227,black,41,24
227,black,38,19
227,black,35,55
227,black,42,46
227,black,25,15
227,black,29,12
227,black,12,10
227,black,60,15
227,black,30,17
227,black,11,8
227,black,49,6
227,black,20,8
227,black,31,9
227,black,22,7
227,black,15,5
227,black,13,5
227,black,19,10
227,black,21,9
227,black,56,3
227,black,8,11
227,black,0,9
227,black,1,1
227,black,9,6
227,black,10,10
227,black,27,20
227,black,14,7
227,black,23,6
227,black,4,7
227,black,24,6
227,black,63,5
227,black,17,3
227,black,3,2
227,black,2,2
227,black,55,5
227,black,7,3
227,black,6,4
227,black,5,5
227,black,48,1
204,white,28,69
204,white,18,74
204,white,29,30
204,white,33,29
204,white,21,81
204,white,6,41
204,white,19,39
204,white,4,24
204,white,23,22
204,white,42,16
204,white,30,18
204,white,16,21
204,white,37,18
204,white,44,17
204,white,38,30
204,white,15,8
204,white,53,22
204,white,22,22
204,white,14,10
204,white,11,30
204,white,9,12
204,white,26,61
204,white,35,54
204,white,43,22
204,white,50,22
204,white,34,24
204,white,36,57
204,white,63,5
204,white,27,66
204,white,12,35
204,white,52,10
204,white,59,14
204,white,25,16
204,white,3,19
204,white,2,22
204,white,1,16
204,white,5,20
204,white,10,23
204,white,17,38
204,white,49,12
204,white,41,8
204,white,24,23
204,white,45,25
204,white,46,6
204,white,39,14
204,white,48,12
204,white,56,6
204,white,20,28
204,white,40,10
204,white,7,15
204,white,60,7
204,white,55,14
204,white,47,9
204,white,51,16
204,white,31,17
204,white,32,10
204,white,13,9
204,white,54,8
204,white,62,4
204,white,58,5
204,white,57,2
204,white,0,5
204,white,61,3
204,black,34,45
204,black,43,57
204,black,42,56
204,black,51,38
204,black,44,36
204,black,45,86
204,black,52,34
204,black,62,41
204,black,40,27
204,black,37,35
204,black,63,9
204,black,60,30
204,black,53,26
204,black,38,18
204,black,54,19
204,black,30,33
204,black,18,23
204,black,36,74
204,black,28,30
204,black,35,64
204,black,26,23
204,black,59,24
204,black,48,4
204,black,33,26
204,black,13,8
204,black,41,24
204,black,3,11
204,black,21,21
204,black,20,15
204,black,27,50
204,black,19,9
204,black,11,11
204,black,8,6
204,black,46,24
204,black,39,24
204,black,16,7
204,black,29,21
204,black,22,14
204,black,14,9
204,black,5,4
204,black,31,15
204,black,24,13
204,black,32,24
204,black,50,20
204,black,47,28
204,black,58,23
204,black,56,6
204,black,25,25
204,black,12,9
204,black,49,16
204,black,61,20
204,black,15,7
204,black,10,9
204,black,57,13
204,black,17,9
204,black,0,4
204,black,4,3
204,black,7,8
204,black,23,11
204,black,6,4
204,black,9,12
204,black,55,5
204,black,2,1
204,black,1,2
140,white,27,65
140,white,29,43
140,white,20,30
140,white,21,82
140,white,12,44
140,white,6,43
140,white,38,30
140,white,31,24
140,white,18,65
140,white,34,20
140,white,59,10
140,white,52,22
140,white,26,58
140,white,25,17
140,white,37,24
140,white,28,74
140,white,11,39
140,white,1,12
140,white,2,30
140,white,10,16
140,white,5,26
140,white,22,35
140,white,24,23
140,white,36,52
140,white,44,18
140,white,60,7
140,white,41,8
140,white,45,10
140,white,19,40
140,white,35,37
140,white,30,22
140,white,4,36
140,white,53,13
140,white,54,7
140,white,55,8
140,white,33,29
140,white,13,16
140,white,3,22
140,white,42,26
140,white,23,21
140,white,17,26
140,white,15,9
140,white,16,18
140,white,39,18
140,white,14,23
140,white,62,1
140,white,47,13
140,white,9,5
140,white,43,14
140,white,48,7
140,white,58,8
140,white,50,12
140,white,7,11
140,white,51,9
140,white,32,7
140,white,40,3
140,white,57,2
140,white,49,7
140,white,46,10
140,white,56,2
140,white,61,4
140,white,8,2
140,white,63,1
140,black,45,76
140,black,46,27
140,black,54,16
140,black,62,34
140,black,43,52
140,black,39,12
140,black,47,26
140,black,34,48
140,black,37,44
140,black,59,20
140,black,35,59
140,black,51,33
140,black,50,14
140,black,28,45
140,black,60,28
140,black,41,22
140,black,18,17
140,black,26,28
140,black,24,12
140,black,61,20
140,black,52,45
140,black,27,52
140,black,32,20
140,black,25,24
140,black,17,10
140,black,44,35
140,black,16,11
140,black,8,8
140,black,9,10
140,black,1,10
140,black,0,11
140,black,36,70
140,black,42,70
140,black,30,27
140,black,58,23
140,black,12,10
140,black,57,14
140,black,33,23
140,black,40,18
140,black,20,16
140,black,19,20
140,black,10,12
140,black,13,19
140,black,14,9
140,black,11,17
140,black,29,26
140,black,53,11
140,black,23,11
140,black,38,22
140,black,3,8
140,black,4,7
140,black,21,18
140,black,22,15
140,black,2,4
140,black,15,5
140,black,7,2
140,black,5,6
140,black,49,9
140,black,63,10
140,black,31,8
140,black,56,4
140,black,55,5
140,black,6,4
140,black,48,1
86,white,28,108
86,white,27,98
86,white,18,102
86,white,29,45
86,white,21,138
86,white,36,75
86,white,26,71
86,white,6,67
86,white,38,53
86,white,35,75
86,white,45,21
86,white,11,44
86,white,23,47
86,white,10,9
86,white,19,68
86,white,31,36
86,white,30,52
86,white,39,33
86,white,42,24
86,white,7,20
86,white,37,32
86,white,12,55
86,white,4,51
86,white,52,25
86,white,50,21
86,white,53,26
86,white,14,20
86,white,46,16
86,white,43,24
86,white,33,43
86,white,17,42
86,white,24,23
86,white,25,20
86,white,1,12
86,white,9,12
86,white,0,11
86,white,15,14
86,white,55,7
86,white,16,31
86,white,20,52
86,white,22,53
86,white,2,26
86,white,61,5
86,white,47,13
86,white,5,27
86,white,3,26
86,white,51,27
86,white,41,14
86,white,8,7
86,white,34,23
86,white,44,20
86,white,13,27
86,white,54,11
86,white,63,6
86,white,57,4
86,white,49,12
86,white,48,10
86,white,58,10
86,white,56,8
86,white,60,9
86,white,40,12
86,white,32,6
86,white,62,7
86,white,59,6
86,black,46,45
86,black,54,28
86,black,43,66
86,black,45,123
86,black,62,65
86,black,36,97
86,black,35,89
86,black,44,55
86,black,42,109
86,black,51,66
86,black,33,34
86,black,30,50
86,black,39,43
86,black,47,43
86,black,34,72
86,black,27,64
86,black,25,37
86,black,28,56
86,black,18,36
86,black,38,35
86,black,31,20
86,black,63,15
86,black,29,23
86,black,37,65
86,black,26,22
86,black,57,24
86,black,9,14
86,black,13,15
86,black,23,13
86,black,5,9
86,black,6,3
86,black,53,20
86,black,60,42
86,black,52,75
86,black,41,28
86,black,58,40
86,black,59,32
86,black,40,33
86,black,14,10
86,black,61,23
86,black,21,31
86,black,20,27
86,black,15,5
86,black,32,23
86,black,4,14
86,black,24,11
86,black,17,15
86,black,12,18
86,black,3,8
86,black,10,11
86,black,0,6
86,black,19,18
86,black,50,23
86,black,16,7
86,black,55,11
86,black,2,11
86,black,49,16
86,black,7,5
86,black,11,18
86,black,48,3
86,black,22,15
86,black,8,5
86,black,1,4
86,black,56,7
323,white,28,32
323,white,27,29
323,white,35,22
323,white,26,40
323,white,18,25
323,white,21,37
323,white,12,13
323,white,20,18
323,white,48,10
323,white,23,14
323,white,13,3
323,white,22,12
323,white,54,4
323,white,55,4
323,white,2,5
323,white,10,7
323,white,37,5
323,white,5,9
323,white,19,32
323,white,6,21
323,white,30,6
323,white,11,20
323,white,16,6
323,white,25,10
323,white,32,6
323,white,24,15
323,white,36,26
323,white,51,7
323,white,9,3
323,white,31,7
323,white,46,7
323,white,39,5
323,white,47,11
323,white,17,17
323,white,3,10
323,white,42,10
323,white,44,4
323,white,38,20
323,white,45,14
323,white,33,11
323,white,40,4
323,white,52,1
323,white,14,3
323,white,29,9
323,white,1,8
323,white,4,9
323,white,57,2
323,white,41,4
323,white,43,6
323,white,49,4
323,white,7,2
323,white,59,7
323,white,53,8
323,white,50,3
323,white,58,2
323,white,56,2
323,white,15,6
323,white,61,3
323,white,34,7
323,white,62,3
323,white,60,2
323,white,0,1
323,black,42,33
323,black,36,41
323,black,52,22
323,black,46,10
323,black,45,50
323,black,34,23
323,black,40,13
323,black,48,7
323,black,56,4
323,black,43,21
323,black,23,6
323,black,39,5
323,black,29,9
323,black,31,8
323,black,61,15
323,black,38,11
323,black,12,4
323,black,18,5
323,black,21,5
323,black,37,7
323,black,51,12
323,black,62,23
323,black,41,15
323,black,30,8
323,black,35,26
323,black,58,8
323,black,26,17
323,black,33,17
323,black,50,5
323,black,24,11
323,black,28,15
323,black,16,2
323,black,27,19
323,black,44,13
323,black,25,13
323,black,32,17
323,black,54,9
323,black,14,4
323,black,13,9
323,black,63,2
323,black,6,1
323,black,47,15
323,black,60,12
323,black,59,15
323,black,19,5
323,black,57,4
323,black,1,1
323,black,5,2
323,black,20,5
323,black,9,5
323,black,55,4
323,black,4,4
323,black,17,1
323,black,10,1
323,black,15,3
323,black,7,4
323,black,11,1
323,black,49,4
323,black,53,6
323,black,8,1
323,black,3,3
323,black,0,1
98,white,17,35
98,white,9,8
98,white,20,45
98,white,27,77
98,white,26,55
98,white,21,97
98,white,6,51
98,white,24,25
98,white,18,70
98,white,12,44
98,white,35,58
98,white,2,26
98,white,40,9
98,white,42,22
98,white,58,8
98,white,23,30
98,white,49,10
98,white,15,11
98,white,32,10
98,white,10,20
98,white,33,36
98,white,41,4
98,white,30,35
98,white,22,41
98,white,52,21
98,white,43,19
98,white,25,21
98,white,45,30
98,white,47,17
98,white,13,14
98,white,29,48
98,white,31,26
98,white,38,50
98,white,59,15
98,white,39,29
98,white,19,42
98,white,51,15
98,white,54,10
98,white,28,76
98,white,3,37
98,white,16,17
98,white,1,9
98,white,11,40
98,white,44,15
98,white,36,60
98,white,4,31
98,white,7,11
98,white,60,16
98,white,14,23
98,white,46,18
98,white,37,19
98,white,53,14
98,white,61,7
98,white,5,17
98,white,0,2
98,white,50,14
98,white,57,4
98,white,48,9
98,white,56,7
98,white,55,5
98,white,34,31
98,white,63,7
98,white,62,4
98,white,8,3
98,black,35,84
98,black,45,111
98,black,44,50
98,black,34,63
98,black,26,27
98,black,27,44
98,black,52,54
98,black,62,50
98,black,40,30
98,black,41,31
98,black,49,18
98,black,42,84
98,black,21,25
98,black,32,24
98,black,58,25
98,black,47,40
98,black,2,6
98,black,25,30
98,black,17,10
98,black,0,10
98,black,55,15
98,black,46,48
98,black,37,34
98,black,39,27
98,black,54,23
98,black,30,37
98,black,38,34
98,black,33,25
98,black,29,23
98,black,19,15
98,black,61,22
98,black,43,51
98,black,36,69
98,black,60,30
98,black,20,15
98,black,24,6
98,black,16,8
98,black,28,37
98,black,51,52
98,black,13,9
98,black,31,14
98,black,15,5
98,black,11,11
98,black,23,6
98,black,59,18
98,black,10,7
98,black,9,23
98,black,8,6
98,black,48,7
98,black,56,4
98,black,57,13
98,black,18,18
98,black,3,15
98,black,4,7
98,black,63,14
98,black,53,23
98,black,22,6
98,black,14,7
98,black,12,18
98,black,7,4
98,black,50,13
98,black,5,9
98,black,6,3
98,black,1,3
216,white,27,23
216,white,26,20
216,white,36,17
216,white,21,37
216,white,20,21
216,white,12,20
216,white,11,15
216,white,6,16
216,white,10,11
216,white,16,10
216,white,28,23
216,white,25,9
216,white,19,17
216,white,3,11
216,white,18,31
216,white,17,12
216,white,4,11
216,white,60,2
216,white,34,8
216,white,38,14
216,white,33,17
216,white,24,8
216,white,23,13
216,white,45,8
216,white,59,4
216,white,32,8
216,white,15,9
216,white,48,6
216,white,22,10
216,white,41,1
216,white,57,1
216,white,7,4
216,white,31,8
216,white,35,20
216,white,40,10
216,white,0,2
216,white,42,6
216,white,53,6
216,white,5,5
216,white,8,5
216,white,29,11
216,white,14,5
216,white,9,6
216,white,49,8
216,white,2,9
216,white,44,12
216,white,51,4
216,white,50,2
216,white,56,5
216,white,1,8
216,white,43,10
216,white,39,7
216,white,63,3
216,white,62,2
216,white,55,2
216,white,52,2
216,white,30,9
216,white,46,4
216,white,37,6
216,white,13,3
216,white,61,1
216,white,54,3
216,white,47,5
216,white,58,1
216,black,45,31
216,black,36,29
216,black,30,11
216,black,42,19
216,black,25,11
216,black,11,8
216,black,62,13
216,black,43,20
216,black,37,16
216,black,46,14
216,black,21,9
216,black,60,10
216,black,27,22
216,black,28,17
216,black,44,18
216,black,53,17
216,black,20,7
216,black,61,9
216,black,0,5
216,black,35,17
216,black,51,27
216,black,52,16
216,black,54,5
216,black,47,12
216,black,59,9
216,black,9,5
216,black,41,7
216,black,34,16
216,black,57,4
216,black,13,6
216,black,22,5
216,black,15,3
216,black,40,12
216,black,18,13
216,black,39,7
216,black,33,13
216,black,48,3
216,black,38,14
216,black,56,2
216,black,58,7
216,black,50,2
216,black,8,5
216,black,29,7
216,black,26,4
216,black,10,8
216,black,4,6
216,black,14,8
216,black,23,3
216,black,55,6
216,black,19,5
216,black,16,5
216,black,2,5
216,black,3,7
216,black,32,7
216,black,31,3
216,black,49,2
216,black,12,4
216,black,7,4
216,black,63,2
216,black,24,2
216,black,1,3
216,black,6,7
216,black,17,4
216,black,5,2
215,white,28,42
215,white,35,19
215,white,27,38
215,white,44,5
215,white,18,34
215,white,21,45
215,white,12,18
215,white,37,13
215,white,54,4
215,white,20,21
215,white,16,16
215,white,3,9
215,white,19,25
215,white,10,13
215,white,59,8
215,white,6,24
215,white,42,6
215,white,29,28
215,white,4,17
215,white,26,25
215,white,36,21
215,white,30,14
215,white,5,12
215,white,38,23
215,white,25,9
215,white,8,3
215,white,45,8
215,white,14,10
215,white,15,6
215,white,7,9
215,white,33,11
215,white,51,5
215,white,11,26
215,white,22,19
215,white,62,2
215,white,31,10
215,white,1,7
215,white,43,15
215,white,61,2
215,white,53,7
215,white,39,7
215,white,34,9
215,white,13,12
215,white,50,8
215,white,23,11
215,white,17,12
215,white,52,3
215,white,60,4
215,white,58,3
215,white,56,2
215,white,63,2
215,white,32,7
215,white,47,3
215,white,2,17
215,white,46,3
215,white,49,3
215,white,57,2
215,white,41,3
215,white,24,7
215,white,40,3
215,white,9,4
215,white,55,2
215,white,48,2
215,white,0,3
215,black,35,31
215,black,45,38
215,black,44,29
215,black,34,27
215,black,27,25
215,black,52,22
215,black,42,38
215,black,61,13
215,black,20,6
215,black,43,26
215,black,40,14
215,black,8,7
215,black,17,7
215,black,59,14
215,black,37,24
215,black,10,13
215,black,46,15
215,black,54,8
215,black,28,18
215,black,19,11
215,black,11,6
215,black,14,7
215,black,9,11
215,black,15,12
215,black,7,6
215,black,4,4
215,black,32,11
215,black,24,4
215,black,16,3
215,black,18,6
215,black,25,11
215,black,39,11
215,black,38,15
215,black,30,15
215,black,31,10
215,black,23,6
215,black,22,6
215,black,13,9
215,black,51,17
215,black,26,12
215,black,21,7
215,black,58,11
215,black,62,19
215,black,36,19
215,black,47,14
215,black,33,12
215,black,29,6
215,black,57,7
215,black,63,5
215,black,49,10
215,black,53,6
215,black,60,9
215,black,41,13
215,black,6,2
215,black,2,3
215,black,12,5
215,black,1,5
215,black,55,5
215,black,0,3
215,black,50,11
215,black,48,2
215,black,3,3
215,black,56,1
369,white,17,11
369,white,9,4
369,white,18,30
369,white,21,36
369,white,19,20
369,white,20,20
369,white,27,36
369,white,22,9
369,white,14,8
369,white,6,13
369,white,12,20
369,white,26,18
369,white,11,23
369,white,3,15
369,white,4,10
369,white,16,9
369,white,28,23
369,white,36,10
369,white,38,13
369,white,53,9
369,white,29,11
369,white,34,5
369,white,5,8
369,white,43,2
369,white,39,7
369,white,35,17
369,white,52,7
369,white,47,7
369,white,55,3
369,white,31,10
369,white,32,5
369,white,42,6
369,white,13,6
369,white,7,3
369,white,15,5
369,white,25,8
369,white,44,12
369,white,33,10
369,white,8,2
369,white,10,8
369,white,30,11
369,white,24,9
369,white,40,4
369,white,48,4
369,white,59,2
369,white,49,4
369,white,23,9
369,white,56,1
369,white,1,6
369,white,45,6
369,white,2,7
369,white,37,2
369,white,46,4
369,white,63,1
369,white,61,3
369,white,60,1
369,white,50,4
369,white,51,4
369,white,41,4
369,white,54,1
369,white,58,2
369,white,0,1
369,white,57,1
369,black,41,6
369,black,49,4
369,black,45,35
369,black,34,15
369,black,35,16
369,black,42,24
369,black,44,21
369,black,52,19
369,black,62,13
369,black,58,14
369,black,33,10
369,black,26,8
369,black,28,18
369,black,25,6
369,black,37,17
369,black,40,15
369,black,18,9
369,black,12,4
369,black,36,25
369,black,43,18
369,black,3,4
369,black,30,19
369,black,27,20
369,black,46,12
369,black,54,10
369,black,21,5
369,black,50,3
369,black,60,11
369,black,51,10
369,black,32,4
369,black,39,12
369,black,31,12
369,black,23,4
369,black,63,4
369,black,10,4
369,black,55,2
369,black,47,10
369,black,13,4
369,black,14,4
369,black,20,10
369,black,5,2
369,black,9,5
369,black,0,2
369,black,15,4
369,black,38,16
369,black,17,4
369,black,59,8
369,black,2,3
369,black,19,8
369,black,11,4
369,black,16,5
369,black,57,5
369,black,56,1
369,black,48,3
369,black,53,6
369,black,8,1
369,black,61,6
369,black,29,8
369,black,22,2
369,black,4,3
369,black,24,1
369,black,7,1
369,black,6,1
298,white,17,10
298,white,9,4
298,white,20,12
298,white,12,12
298,white,28,27
298,white,19,11
298,white,11,14
298,white,29,10
298,white,21,29
298,white,16,7
298,white,22,7
298,white,27,32
298,white,35,19
298,white,18,22
298,white,23,9
298,white,37,6
298,white,36,15
298,white,2,9
298,white,44,13
298,white,38,14
298,white,5,3
298,white,30,13
298,white,53,12
298,white,51,6
298,white,43,4
298,white,26,15
298,white,59,5
298,white,3,11
298,white,1,8
298,white,0,2
298,white,63,2
298,white,10,6
298,white,33,13
298,white,42,5
298,white,45,11
298,white,31,8
298,white,46,2
298,white,50,8
298,white,48,2
298,white,56,1
298,white,4,17
298,white,6,12
298,white,14,2
298,white,13,4
298,white,24,6
298,white,32,6
298,white,40,3
298,white,25,6
298,white,39,3
298,white,62,1
298,white,60,2
298,white,7,2
298,white,34,7
298,white,54,3
298,white,58,3
298,white,55,2
298,white,15,2
298,white,52,3
298,white,49,2
298,white,61,1
298,white,8,1
298,white,41,1
298,white,57,1
298,black,36,19
298,black,42,24
298,black,35,24
298,black,27,21
298,black,45,32
298,black,34,17
298,black,62,12
298,black,30,13
298,black,20,3
298,black,21,3
298,black,31,5
298,black,29,3
298,black,43,17
298,black,51,17
298,black,40,8
298,black,44,19
298,black,46,11
298,black,50,4
298,black,33,8
298,black,5,3
298,black,61,8
298,black,52,19
298,black,53,10
298,black,63,2
298,black,13,6
298,black,26,10
298,black,59,12
298,black,37,11
298,black,25,9
298,black,11,5
298,black,10,10
298,black,0,1
298,black,47,10
298,black,41,8
298,black,39,7
298,black,38,13
298,black,49,3
298,black,19,2
298,black,3,4
298,black,23,2
298,black,22,3
298,black,12,2
298,black,58,11
298,black,60,5
298,black,54,11
298,black,18,5
298,black,28,10
298,black,24,5
298,black,16,4
298,black,14,1
298,black,4,5
298,black,2,1
298,black,32,8
298,black,9,3
298,black,17,5
298,black,57,1
298,black,8,2
298,black,56,1
171,white,28,51
171,white,35,40
171,white,18,47
171,white,44,9
171,white,23,19
171,white,19,24
171,white,21,55
171,white,12,18
171,white,6,26
171,white,38,19
171,white,31,11
171,white,16,18
171,white,22,29
171,white,25,19
171,white,26,37
171,white,1,5
171,white,39,9
171,white,7,3
171,white,3,20
171,white,29,22
171,white,45,17
171,white,53,15
171,white,5,14
171,white,14,6
171,white,15,8
171,white,24,11
171,white,17,18
171,white,33,24
171,white,34,8
171,white,41,6
171,white,50,10
171,white,42,12
171,white,27,45
171,white,36,32
171,white,30,14
171,white,11,9
171,white,4,15
171,white,20,18
171,white,43,11
171,white,37,13
171,white,52,9
171,white,47,3
171,white,2,14
171,white,58,3
171,white,49,7
171,white,59,5
171,white,10,5
171,white,56,2
171,white,8,3
171,white,51,10
171,white,13,7
171,white,46,15
171,white,63,3
171,white,48,7
171,white,9,5
171,white,54,5
171,white,32,6
171,white,61,3
171,white,40,4
171,white,55,1
171,white,62,3
171,white,57,1
171,white,0,1
171,black,35,47
171,black,45,57
171,black,44,29
171,black,34,26
171,black,62,22
171,black,42,43
171,black,60,16
171,black,43,33
171,black,38,16
171,black,22,10
171,black,41,20
171,black,21,9
171,black,27,25
171,black,59,29
171,black,29,5
171,black,52,34
171,black,36,44
171,black,11,7
171,black,18,13
171,black,26,13
171,black,28,20
171,black,31,15
171,black,61,21
171,black,39,17
171,black,53,10
171,black,47,12
171,black,46,23
171,black,54,14
171,black,14,3
171,black,13,7
171,black,15,5
171,black,5,4
171,black,0,3
171,black,9,11
171,black,24,9
171,black,8,3
171,black,10,9
171,black,33,15
171,black,23,3
171,black,30,18
171,black,51,32
171,black,25,16
171,black,32,17
171,black,37,16
171,black,20,6
171,black,58,16
171,black,40,14
171,black,12,3
171,black,19,13
171,black,63,3
171,black,3,2
171,black,2,4
171,black,49,8
171,black,56,3
171,black,16,2
171,black,7,1
171,black,6,1
171,black,50,5
171,black,57,4
171,black,48,3
171,black,17,2
