rate_diff,winner,count
-24,white,22
-24,black,19
-24,draw,4
107,white,18
107,black,10
107,draw,3
224,white,14
224,black,6
224,draw,0
-594,white,0
-594,black,1
-594,draw,0
-504,white,0
-504,black,6
-504,draw,0
-140,white,6
-140,black,16
-140,draw,1
134,white,12
134,black,11
134,draw,0
-311,white,1
-311,black,5
-311,draw,0
18,white,25
18,black,20
18,draw,4
288,white,13
288,black,2
288,draw,2
-632,white,0
-632,black,2
-632,draw,0
-313,white,1
-313,black,5
-313,draw,0
300,white,8
300,black,3
300,draw,0
236,white,11
236,black,2
236,draw,1
164,white,8
164,black,7
164,draw,1
-348,white,2
-348,black,3
-348,draw,1
-346,white,1
-346,black,3
-346,draw,0
-319,white,4
-319,black,9
-319,draw,1
342,white,5
342,black,1
342,draw,0
126,white,10
126,black,8
126,draw,2
-134,white,8
-134,black,14
-134,draw,1
196,white,13
196,black,4
196,draw,2
289,white,5
289,black,1
289,draw,0
-107,white,5
-107,black,20
-107,draw,0
-65,white,11
-65,black,16
-65,draw,5
-112,white,15
-112,black,12
-112,draw,3
213,white,14
213,black,10
213,draw,0
698,white,3
698,black,0
698,draw,0
-568,white,0
-568,black,2
-568,draw,0
154,white,13
154,black,6
154,draw,1
101,white,18
101,black,11
101,draw,4
428,white,4
428,black,2
428,draw,0
238,white,16
238,black,7
238,draw,0
-407,white,2
-407,black,2
-407,draw,1
372,white,10
372,black,1
372,draw,0
-237,white,3
-237,black,6
-237,draw,2
-623,white,1
-623,black,1
-623,draw,0
152,white,13
152,black,8
152,draw,0
-400,white,1
-400,black,2
-400,draw,0
246,white,11
246,black,0
246,draw,2
-283,white,2
-283,black,6
-283,draw,0
-338,white,0
-338,black,9
-338,draw,0
120,white,18
120,black,9
120,draw,1
114,white,19
114,black,7
114,draw,2
976,white,1
976,black,0
976,draw,0
-689,white,0
-689,black,2
-689,draw,0
-471,white,1
-471,black,3
-471,draw,0
482,white,4
482,black,1
482,draw,0
462,white,1
462,black,1
462,draw,0
-293,white,6
-293,black,8
-293,draw,0
615,white,3
615,black,0
615,draw,0
-83,white,10
-83,black,6
-83,draw,5
-716,white,0
-716,black,2
-716,draw,0
-743,white,1
-743,black,1
-743,draw,0
768,white,1
768,black,0
768,draw,0
568,white,2
568,black,1
568,draw,0
430,white,5
430,black,0
430,draw,0
-639,white,0
-639,black,1
-639,draw,0
332,white,10
332,black,1
332,draw,0
80,white,26
80,black,8
80,draw,11
258,white,5
258,black,5
258,draw,1
483,white,3
483,black,0
483,draw,1
-342,white,3
-342,black,7
-342,draw,0
-291,white,0
-291,black,10
-291,draw,0
458,white,3
458,black,0
458,draw,0
-554,white,1
-554,black,4
-554,draw,0
-179,white,4
-179,black,15
-179,draw,0
-650,white,0
-650,black,1
-650,draw,2
-514,white,1
-514,black,3
-514,draw,0
-209,white,7
-209,black,12
-209,draw,3
-588,white,0
-588,black,3
-588,draw,0
419,white,7
419,black,2
419,draw,2
-267,white,2
-267,black,6
-267,draw,0
-468,white,1
-468,black,5
-468,draw,0
474,white,1
474,black,0
474,draw,0
-225,white,3
-225,black,8
-225,draw,2
-867,white,0
-867,black,2
-867,draw,0
-610,white,2
-610,black,1
-610,draw,0
-409,white,2
-409,black,5
-409,draw,0
579,white,4
579,black,2
579,draw,0
812,white,2
812,black,0
812,draw,0
811,white,6
811,black,0
811,draw,0
809,white,3
809,black,0
809,draw,0
531,white,6
531,black,1
531,draw,0
-507,white,3
-507,black,4
-507,draw,0
479,white,5
479,black,0
479,draw,0
-441,white,0
-441,black,3
-441,draw,0
389,white,8
389,black,4
389,draw,0
626,white,3
626,black,0
626,draw,0
-626,white,0
-626,black,3
-626,draw,0
-838,white,0
-838,black,1
-838,draw,0
487,white,4
487,black,2
487,draw,1
493,white,4
493,black,0
493,draw,0
-343,white,0
-343,black,8
-343,draw,1
-890,white,0
-890,black,1
-890,draw,0
-496,white,0
-496,black,4
-496,draw,0
835,white,2
835,black,0
835,draw,0
622,white,1
622,black,0
622,draw,0
576,white,1
576,black,1
576,draw,0
-529,white,0
-529,black,4
-529,draw,0
-658,white,0
-658,black,2
-658,draw,0
-718,white,0
-718,black,1
-718,draw,0
718,white,2
718,black,0
718,draw,0
753,white,3
753,black,0
753,draw,0
510,white,1
510,black,0
510,draw,0
-377,white,1
-377,black,7
-377,draw,0
514,white,9
514,black,2
514,draw,0
-935,white,0
-935,black,1
-935,draw,0
-611,white,1
-611,black,4
-611,draw,0
500,white,3
500,black,0
500,draw,0
-424,white,1
-424,black,3
-424,draw,0
402,white,2
402,black,1
402,draw,0
-513,white,0
-513,black,3
-513,draw,0
186,white,12
186,black,5
186,draw,1
-543,white,0
-543,black,2
-543,draw,0
736,white,2
736,black,0
736,draw,0
-231,white,4
-231,black,6
-231,draw,1
-453,white,1
-453,black,4
-453,draw,0
-483,white,0
-483,black,4
-483,draw,0
277,white,9
277,black,1
277,draw,0
-415,white,2
-415,black,7
-415,draw,0
-208,white,3
-208,black,15
-208,draw,1
-266,white,2
-266,black,6
-266,draw,3
-285,white,2
-285,black,9
-285,draw,0
-220,white,0
-220,black,16
-220,draw,0
-176,white,3
-176,black,13
-176,draw,1
-327,white,3
-327,black,8
-327,draw,0
-193,white,5
-193,black,11
-193,draw,0
-230,white,6
-230,black,10
-230,draw,1
-117,white,15
-117,black,14
-117,draw,3
-224,white,0
-224,black,10
-224,draw,1
-349,white,3
-349,black,7
-349,draw,0
700,white,2
700,black,0
700,draw,0
-167,white,8
-167,black,14
-167,draw,1
329,white,8
329,black,2
329,draw,0
399,white,4
399,black,0
399,draw,0
-446,white,0
-446,black,3
-446,draw,0
340,white,3
340,black,1
340,draw,0
-830,white,1
-830,black,1
-830,draw,0
824,white,1
824,black,0
824,draw,0
-817,white,0
-817,black,1
-817,draw,0
-654,white,1
-654,black,1
-654,draw,0
-416,white,1
-416,black,1
-416,draw,0
625,white,2
625,black,0
625,draw,1
486,white,2
486,black,0
486,draw,0
-248,white,1
-248,black,8
-248,draw,1
-959,white,0
-959,black,1
-959,draw,0
735,white,3
735,black,0
735,draw,0
511,white,5
511,black,0
511,draw,0
551,white,2
551,black,0
551,draw,0
-809,white,0
-809,black,3
-809,draw,0
393,white,6
393,black,1
393,draw,0
-393,white,1
-393,black,6
-393,draw,0
-649,white,0
-649,black,1
-649,draw,0
-376,white,5
-376,black,5
-376,draw,0
420,white,3
420,black,0
420,draw,0
215,white,9
215,black,1
215,draw,0
-164,white,4
-164,black,13
-164,draw,0
-540,white,1
-540,black,3
-540,draw,0
346,white,7
346,black,1
346,draw,0
-536,white,0
-536,black,2
-536,draw,1
293,white,8
293,black,5
293,draw,0
-232,white,3
-232,black,2
-232,draw,0
333,white,7
333,black,1
333,draw,0
-1049,white,0
-1049,black,2
-1049,draw,0
-359,white,2
-359,black,6
-359,draw,0
1262,white,2
1262,black,0
1262,draw,0
138,white,15
138,black,7
138,draw,0
-97,white,13
-97,black,13
-97,draw,3
-670,white,0
-670,black,1
-670,draw,0
668,white,1
668,black,0
668,draw,0
267,white,11
267,black,3
267,draw,0
299,white,8
299,black,3
299,draw,0
801,white,1
801,black,0
801,draw,0
344,white,6
344,black,1
344,draw,0
323,white,10
323,black,2
323,draw,0
-459,white,1
-459,black,3
-459,draw,0
712,white,1
712,black,1
712,draw,0
230,white,14
230,black,5
230,draw,1
449,white,6
449,black,0
449,draw,1
237,white,9
237,black,1
237,draw,1
-85,white,11
-85,black,18
-85,draw,2
324,white,8
324,black,1
324,draw,0
260,white,14
260,black,2
260,draw,0
297,white,4
297,black,1
297,draw,0
505,white,6
505,black,0
505,draw,0
833,white,1
833,black,0
833,draw,0
-318,white,1
-318,black,4
-318,draw,1
165,white,22
165,black,3
165,draw,1
174,white,8
174,black,10
174,draw,1
103,white,14
103,black,10
103,draw,1
207,white,10
207,black,2
207,draw,1
-251,white,4
-251,black,5
-251,draw,1
-421,white,2
-421,black,2
-421,draw,0
-270,white,3
-270,black,11
-270,draw,1
605,white,1
605,black,1
605,draw,0
-253,white,5
-253,black,5
-253,draw,0
369,white,7
369,black,3
369,draw,0
913,white,1
913,black,0
913,draw,0
-773,white,0
-773,black,1
-773,draw,0
472,white,6
472,black,0
472,draw,2
730,white,2
730,black,0
730,draw,0
586,white,4
586,black,0
586,draw,0
602,white,2
602,black,0
602,draw,1
404,white,5
404,black,0
404,draw,0
457,white,6
457,black,1
457,draw,0
537,white,4
537,black,0
537,draw,0
557,white,1
557,black,0
557,draw,0
-256,white,2
-256,black,10
-256,draw,1
274,white,11
274,black,2
274,draw,0
195,white,13
195,black,6
195,draw,0
-236,white,1
-236,black,16
-236,draw,0
-703,white,0
-703,black,2
-703,draw,0
665,white,1
665,black,0
665,draw,0
-455,white,0
-455,black,3
-455,draw,0
532,white,3
532,black,0
532,draw,1
719,white,1
719,black,0
719,draw,0
-460,white,2
-460,black,4
-460,draw,0
702,white,4
702,black,0
702,draw,0
454,white,3
454,black,3
454,draw,0
-1003,white,0
-1003,black,1
-1003,draw,0
715,white,2
715,black,0
715,draw,0
-665,white,0
-665,black,2
-665,draw,0
311,white,6
311,black,0
311,draw,0
-561,white,0
-561,black,1
-561,draw,0
320,white,8
320,black,1
320,draw,0
307,white,9
307,black,2
307,draw,0
305,white,4
305,black,3
305,draw,1
368,white,4
368,black,0
368,draw,0
282,white,11
282,black,2
282,draw,0
-822,white,0
-822,black,1
-822,draw,0
-169,white,10
-169,black,10
-169,draw,0
364,white,3
364,black,2
364,draw,0
106,white,19
106,black,9
106,draw,1
-172,white,4
-172,black,7
-172,draw,1
-289,white,2
-289,black,13
-289,draw,1
616,white,2
616,black,0
616,draw,0
524,white,5
524,black,0
524,draw,1
613,white,3
613,black,0
613,draw,0
-383,white,0
-383,black,4
-383,draw,0
-604,white,0
-604,black,3
-604,draw,0
-617,white,2
-617,black,3
-617,draw,0
317,white,2
317,black,0
317,draw,0
-94,white,7
-94,black,20
-94,draw,0
-282,white,3
-282,black,9
-282,draw,0
417,white,3
417,black,0
417,draw,0
-518,white,2
-518,black,4
-518,draw,0
435,white,2
435,black,0
435,draw,0
-578,white,1
-578,black,2
-578,draw,0
777,white,2
777,black,1
777,draw,0
-357,white,0
-357,black,5
-357,draw,1
-417,white,0
-417,black,6
-417,draw,0
418,white,6
418,black,1
418,draw,0
-406,white,1
-406,black,3
-406,draw,0
381,white,4
381,black,0
381,draw,0
-573,white,2
-573,black,3
-573,draw,0
461,white,4
461,black,1
461,draw,0
-88,white,10
-88,black,12
-88,draw,2
495,white,4
495,black,1
495,draw,0
371,white,6
371,black,2
371,draw,0
-235,white,5
-235,black,17
-235,draw,0
-449,white,0
-449,black,6
-449,draw,0
231,white,9
231,black,1
231,draw,1
-306,white,1
-306,black,6
-306,draw,0
-405,white,2
-405,black,2
-405,draw,0
662,white,1
662,black,0
662,draw,0
-316,white,2
-316,black,6
-316,draw,0
694,white,0
694,black,1
694,draw,0
601,white,2
601,black,1
601,draw,0
-708,white,1
-708,black,0
-708,draw,0
-151,white,7
-151,black,10
-151,draw,1
520,white,4
520,black,0
520,draw,0
751,white,1
751,black,0
751,draw,0
-1077,white,0
-1077,black,1
-1077,draw,0
459,white,2
459,black,0
459,draw,1
204,white,14
204,black,6
204,draw,2
179,white,15
179,black,5
179,draw,0
166,white,14
166,black,9
166,draw,1
-257,white,4
-257,black,5
-257,draw,0
-419,white,3
-419,black,5
-419,draw,0
356,white,11
356,black,2
356,draw,1
-451,white,0
-451,black,4
-451,draw,0
501,white,2
501,black,0
501,draw,0
397,white,5
397,black,0
397,draw,1
-403,white,1
-403,black,5
-403,draw,0
-437,white,1
-437,black,3
-437,draw,0
453,white,3
453,black,3
453,draw,0
-255,white,5
-255,black,4
-255,draw,0
182,white,17
182,black,7
182,draw,0
536,white,4
536,black,0
536,draw,0
191,white,12
191,black,6
191,draw,0
-528,white,2
-528,black,3
-528,draw,0
-397,white,1
-397,black,4
-397,draw,1
-272,white,3
-272,black,6
-272,draw,1
-245,white,1
-245,black,4
-245,draw,0
261,white,11
261,black,1
261,draw,0
-181,white,5
-181,black,10
-181,draw,1
-202,white,3
-202,black,10
-202,draw,1
-197,white,7
-197,black,8
-197,draw,1
540,white,1
540,black,0
540,draw,0
-268,white,2
-268,black,5
-268,draw,2
-274,white,3
-274,black,13
-274,draw,0
-61,white,13
-61,black,30
-61,draw,3
-434,white,1
-434,black,3
-434,draw,0
513,white,3
513,black,0
513,draw,0
160,white,11
160,black,8
160,draw,2
-58,white,9
-58,black,15
-58,draw,1
366,white,9
366,black,0
366,draw,2
-222,white,5
-222,black,19
-222,draw,1
-229,white,4
-229,black,11
-229,draw,0
394,white,5
394,black,1
394,draw,0
-379,white,0
-379,black,3
-379,draw,0
-238,white,5
-238,black,8
-238,draw,1
361,white,3
361,black,1
361,draw,0
-619,white,1
-619,black,0
-619,draw,0
-839,white,0
-839,black,2
-839,draw,0
-1045,white,1
-1045,black,0
-1045,draw,0
901,white,2
901,black,0
901,draw,0
-467,white,2
-467,black,4
-467,draw,0
281,white,10
281,black,1
281,draw,0
1001,white,1
1001,black,0
1001,draw,0
-358,white,1
-358,black,4
-358,draw,0
587,white,1
587,black,0
587,draw,0
347,white,2
347,black,1
347,draw,0
-307,white,1
-307,black,4
-307,draw,0
410,white,2
410,black,0
410,draw,0
-520,white,2
-520,black,8
-520,draw,0
-519,white,0
-519,black,2
-519,draw,0
-371,white,0
-371,black,6
-371,draw,0
266,white,5
266,black,2
266,draw,2
-701,white,0
-701,black,1
-701,draw,0
560,white,2
560,black,1
560,draw,0
533,white,4
533,black,2
533,draw,0
-367,white,2
-367,black,5
-367,draw,0
400,white,3
400,black,2
400,draw,0
-785,white,0
-785,black,2
-785,draw,0
-217,white,5
-217,black,12
-217,draw,1
-356,white,1
-356,black,6
-356,draw,0
-269,white,3
-269,black,12
-269,draw,1
316,white,6
316,black,0
316,draw,0
-498,white,1
-498,black,1
-498,draw,0
-805,white,0
-805,black,2
-805,draw,1
804,white,1
804,black,0
804,draw,0
403,white,7
403,black,0
403,draw,0
-534,white,0
-534,black,3
-534,draw,0
529,white,6
529,black,0
529,draw,0
-524,white,1
-524,black,2
-524,draw,0
-608,white,0
-608,black,1
-608,draw,0
383,white,4
383,black,1
383,draw,1
318,white,6
318,black,2
318,draw,0
249,white,10
249,black,5
249,draw,0
209,white,7
209,black,5
209,draw,1
-280,white,4
-280,black,7
-280,draw,0
509,white,2
509,black,0
509,draw,0
-243,white,4
-243,black,4
-243,draw,1
564,white,2
564,black,0
564,draw,0
-408,white,1
-408,black,3
-408,draw,0
378,white,8
378,black,1
378,draw,0
-816,white,0
-816,black,1
-816,draw,0
-814,white,0
-814,black,2
-814,draw,0
350,white,3
350,black,3
350,draw,0
-560,white,4
-560,black,2
-560,draw,0
-431,white,2
-431,black,7
-431,draw,0
503,white,7
503,black,0
503,draw,0
-508,white,1
-508,black,1
-508,draw,0
367,white,5
367,black,1
367,draw,0
469,white,5
469,black,1
469,draw,0
727,white,5
727,black,0
727,draw,0
-299,white,2
-299,black,8
-299,draw,0
465,white,2
465,black,0
465,draw,0
313,white,4
313,black,4
313,draw,0
788,white,1
788,black,0
788,draw,0
-669,white,0
-669,black,2
-669,draw,0
621,white,0
621,black,1
621,draw,0
-621,white,2
-621,black,1
-621,draw,0
547,white,2
547,black,1
547,draw,0
363,white,2
363,black,1
363,draw,1
422,white,7
422,black,0
422,draw,0
623,white,1
623,black,0
623,draw,0
-1155,white,0
-1155,black,1
-1155,draw,0
-452,white,2
-452,black,2
-452,draw,1
629,white,2
629,black,0
629,draw,0
-488,white,0
-488,black,3
-488,draw,0
-532,white,1
-532,black,4
-532,draw,0
494,white,4
494,black,0
494,draw,0
-553,white,0
-553,black,2
-553,draw,0
-866,white,0
-866,black,1
-866,draw,0
717,white,3
717,black,1
717,draw,0
-685,white,1
-685,black,0
-685,draw,0
-607,white,0
-607,black,2
-607,draw,0
328,white,7
328,black,1
328,draw,0
401,white,6
401,black,1
401,draw,0
570,white,3
570,black,0
570,draw,1
596,white,1
596,black,0
596,draw,0
855,white,1
855,black,0
855,draw,0
-752,white,0
-752,black,2
-752,draw,0
-545,white,0
-545,black,2
-545,draw,0
643,white,0
643,black,1
643,draw,0
-199,white,5
-199,black,4
-199,draw,1
-503,white,1
-503,black,6
-503,draw,1
448,white,6
448,black,1
448,draw,0
205,white,10
205,black,6
205,draw,0
167,white,12
167,black,7
167,draw,3
527,white,3
527,black,0
527,draw,0
592,white,4
592,black,0
592,draw,0
647,white,2
647,black,0
647,draw,0
937,white,1
937,black,0
937,draw,0
-688,white,0
-688,black,2
-688,draw,0
223,white,13
223,black,0
223,draw,0
614,white,4
614,black,0
614,draw,0
-380,white,3
-380,black,6
-380,draw,0
652,white,3
652,black,0
652,draw,0
345,white,4
345,black,3
345,draw,0
357,white,4
357,black,3
357,draw,1
984,white,1
984,black,0
984,draw,0
-984,white,0
-984,black,1
-984,draw,0
-547,white,2
-547,black,1
-547,draw,0
752,white,2
752,black,0
752,draw,0
1172,white,2
1172,black,0
1172,draw,0
407,white,6
407,black,1
407,draw,0
339,white,8
339,black,1
339,draw,0
-1223,white,1
-1223,black,0
-1223,draw,0
-580,white,1
-580,black,1
-580,draw,0
-581,white,0
-581,black,2
-581,draw,1
416,white,6
416,black,2
416,draw,0
156,white,13
156,black,1
156,draw,2
-622,white,1
-622,black,1
-622,draw,0
-945,white,1
-945,black,1
-945,draw,0
-535,white,0
-535,black,5
-535,draw,0
-895,white,0
-895,black,2
-895,draw,0
436,white,5
436,black,0
436,draw,0
624,white,2
624,black,0
624,draw,1
-305,white,2
-305,black,3
-305,draw,0
545,white,5
545,black,1
545,draw,0
-709,white,0
-709,black,1
-709,draw,1
441,white,4
441,black,0
441,draw,0
-366,white,3
-366,black,13
-366,draw,0
-559,white,0
-559,black,3
-559,draw,0
-673,white,0
-673,black,1
-673,draw,0
-273,white,5
-273,black,6
-273,draw,1
-502,white,0
-502,black,2
-502,draw,0
562,white,2
562,black,0
562,draw,0
-370,white,2
-370,black,8
-370,draw,0
-613,white,0
-613,black,2
-613,draw,0
556,white,2
556,black,0
556,draw,0
-798,white,0
-798,black,1
-798,draw,0
382,white,2
382,black,1
382,draw,0
-763,white,2
-763,black,0
-763,draw,0
763,white,0
763,black,1
763,draw,1
225,white,7
225,black,1
225,draw,3
348,white,5
348,black,0
348,draw,0
-288,white,2
-288,black,6
-288,draw,0
272,white,9
272,black,1
272,draw,1
-162,white,8
-162,black,11
-162,draw,3
314,white,7
314,black,1
314,draw,1
292,white,10
292,black,2
292,draw,0
-350,white,0
-350,black,6
-350,draw,0
-374,white,0
-374,black,4
-374,draw,0
-616,white,0
-616,black,1
-616,draw,0
691,white,1
691,black,0
691,draw,0
-477,white,0
-477,black,3
-477,draw,1
544,white,0
544,black,1
544,draw,0
598,white,3
598,black,0
598,draw,2
-444,white,0
-444,black,2
-444,draw,0
772,white,3
772,black,0
772,draw,0
-544,white,0
-544,black,3
-544,draw,0
-308,white,2
-308,black,5
-308,draw,2
-479,white,0
-479,black,3
-479,draw,0
787,white,1
787,black,0
787,draw,0
654,white,1
654,black,0
654,draw,0
384,white,4
384,black,0
384,draw,1
408,white,4
408,black,1
408,draw,0
-666,white,0
-666,black,2
-666,draw,0
-192,white,3
-192,black,7
-192,draw,2
157,white,13
157,black,9
157,draw,0
-562,white,0
-562,black,1
-562,draw,0
610,white,2
610,black,0
610,draw,0
709,white,1
709,black,1
709,draw,0
989,white,2
989,black,0
989,draw,0
-378,white,0
-378,black,2
-378,draw,1
-317,white,1
-317,black,2
-317,draw,1
617,white,4
617,black,1
617,draw,0
924,white,1
924,black,0
924,draw,0
291,white,7
291,black,0
291,draw,0
437,white,2
437,black,1
437,draw,0
669,white,3
669,black,1
669,draw,0
-712,white,0
-712,black,1
-712,draw,0
-878,white,0
-878,black,1
-878,draw,0
-711,white,0
-711,black,1
-711,draw,0
375,white,4
375,black,1
375,draw,0
-386,white,3
-386,black,5
-386,draw,0
-375,white,0
-375,black,5
-375,draw,0
-977,white,0
-977,black,4
-977,draw,0
977,white,4
977,black,0
977,draw,0
552,white,2
552,black,0
552,draw,0
-975,white,0
-975,black,6
-975,draw,0
975,white,8
975,black,0
975,draw,0
484,white,6
484,black,1
484,draw,0
-592,white,0
-592,black,1
-592,draw,0
667,white,1
667,black,1
667,draw,0
-750,white,0
-750,black,3
-750,draw,0
686,white,3
686,black,0
686,draw,0
-1605,white,0
-1605,black,2
-1605,draw,0
881,white,2
881,black,0
881,draw,0
-461,white,2
-461,black,1
-461,draw,0
-538,white,0
-538,black,3
-538,draw,1
-339,white,1
-339,black,7
-339,draw,0
-320,white,1
-320,black,6
-320,draw,0
1066,white,2
1066,black,0
1066,draw,0
864,white,3
864,black,0
864,draw,0
554,white,1
554,black,0
554,draw,0
549,white,3
549,black,0
549,draw,0
541,white,4
541,black,0
541,draw,0
583,white,3
583,black,1
583,draw,0
439,white,6
439,black,0
439,draw,0
-487,white,1
-487,black,3
-487,draw,0
-428,white,1
-428,black,3
-428,draw,0
696,white,1
696,black,1
696,draw,0
-420,white,0
-420,black,2
-420,draw,0
-301,white,4
-301,black,6
-301,draw,0
-402,white,0
-402,black,6
-402,draw,0
-436,white,0
-436,black,6
-436,draw,1
303,white,7
303,black,1
303,draw,0
656,white,2
656,black,0
656,draw,0
-432,white,0
-432,black,4
-432,draw,0
-548,white,1
-548,black,3
-548,draw,0
-340,white,0
-340,black,6
-340,draw,0
426,white,3
426,black,0
426,draw,0
301,white,8
301,black,3
301,draw,0
464,white,5
464,black,0
464,draw,0
429,white,4
429,black,0
429,draw,0
653,white,2
653,black,0
653,draw,0
-457,white,1
-457,black,2
-457,draw,0
921,white,1
921,black,0
921,draw,0
1499,white,1
1499,black,0
1499,draw,0
535,white,4
535,black,0
535,draw,0
645,white,7
645,black,0
645,draw,0
-834,white,0
-834,black,2
-834,draw,0
-797,white,0
-797,black,1
-797,draw,0
936,white,1
936,black,0
936,draw,0
-413,white,1
-413,black,1
-413,draw,0
884,white,2
884,black,0
884,draw,0
379,white,5
379,black,0
379,draw,0
-584,white,0
-584,black,3
-584,draw,0
-686,white,0
-686,black,3
-686,draw,0
-664,white,1
-664,black,1
-664,draw,0
-531,white,1
-531,black,3
-531,draw,0
343,white,5
343,black,1
343,draw,0
-391,white,0
-391,black,4
-391,draw,0
523,white,5
523,black,0
523,draw,0
518,white,2
518,black,0
518,draw,0
-782,white,0
-782,black,1
-782,draw,0
1117,white,1
1117,black,0
1117,draw,0
-516,white,0
-516,black,3
-516,draw,0
973,white,2
973,black,0
973,draw,0
826,white,1
826,black,0
826,draw,0
451,white,3
451,black,1
451,draw,0
434,white,5
434,black,0
434,draw,0
279,white,3
279,black,2
279,draw,0
-361,white,1
-361,black,3
-361,draw,0
632,white,1
632,black,1
632,draw,0
-515,white,0
-515,black,1
-515,draw,0
412,white,5
412,black,1
412,draw,0
-593,white,0
-593,black,1
-593,draw,0
-768,white,0
-768,black,3
-768,draw,0
703,white,1
703,black,0
703,draw,0
1073,white,1
1073,black,0
1073,draw,0
-570,white,0
-570,black,1
-570,draw,0
485,white,3
485,black,0
485,draw,0
-919,white,0
-919,black,2
-919,draw,0
-730,white,0
-730,black,3
-730,draw,0
327,white,3
327,black,2
327,draw,0
-754,white,0
-754,black,1
-754,draw,0
573,white,5
573,black,0
573,draw,0
-505,white,1
-505,black,1
-505,draw,0
478,white,3
478,black,1
478,draw,0
-710,white,0
-710,black,2
-710,draw,0
779,white,1
779,black,0
779,draw,0
-462,white,1
-462,black,2
-462,draw,0
-427,white,3
-427,black,2
-427,draw,0
-470,white,0
-470,black,3
-470,draw,0
440,white,5
440,black,0
440,draw,0
1017,white,3
1017,black,0
1017,draw,0
-911,white,0
-911,black,1
-911,draw,0
-896,white,0
-896,black,1
-896,draw,0
-726,white,0
-726,black,1
-726,draw,0
-965,white,0
-965,black,1
-965,draw,0
906,white,2
906,black,2
906,draw,0
424,white,5
424,black,1
424,draw,0
-539,white,0
-539,black,1
-539,draw,0
438,white,5
438,black,0
438,draw,0
-523,white,1
-523,black,5
-523,draw,0
-662,white,1
-662,black,0
-662,draw,0
-312,white,2
-312,black,7
-312,draw,1
580,white,4
580,black,0
580,draw,0
-595,white,0
-595,black,1
-595,draw,0
480,white,2
480,black,0
480,draw,0
476,white,5
476,black,0
476,draw,0
425,white,3
425,black,0
425,draw,0
489,white,2
489,black,0
489,draw,0
-841,white,0
-841,black,2
-841,draw,0
-411,white,0
-411,black,1
-411,draw,0
-347,white,0
-347,black,5
-347,draw,1
-422,white,1
-422,black,4
-422,draw,0
795,white,1
795,black,0
795,draw,0
607,white,3
607,black,0
607,draw,0
-586,white,0
-586,black,2
-586,draw,0
581,white,1
581,black,0
581,draw,0
590,white,1
590,black,0
590,draw,0
466,white,3
466,black,1
466,draw,0
-542,white,0
-542,black,2
-542,draw,0
-480,white,1
-480,black,1
-480,draw,0
-655,white,0
-655,black,2
-655,draw,0
-463,white,0
-463,black,2
-463,draw,0
844,white,1
844,black,0
844,draw,0
496,white,2
496,black,0
496,draw,0
521,white,3
521,black,0
521,draw,0
491,white,5
491,black,1
491,draw,1
-450,white,2
-450,black,2
-450,draw,0
872,white,1
872,black,0
872,draw,0
-575,white,0
-575,black,2
-575,draw,0
988,white,2
988,black,0
988,draw,0
-325,white,3
-325,black,4
-325,draw,0
567,white,3
567,black,0
567,draw,0
-719,white,0
-719,black,1
-719,draw,0
-336,white,0
-336,black,7
-336,draw,0
-550,white,0
-550,black,2
-550,draw,0
-612,white,0
-612,black,1
-612,draw,0
563,white,2
563,black,1
563,draw,0
445,white,6
445,black,0
445,draw,1
-430,white,0
-430,black,2
-430,draw,0
-625,white,0
-625,black,2
-625,draw,0
-699,white,0
-699,black,1
-699,draw,0
411,white,4
411,black,0
411,draw,1
968,white,1
968,black,0
968,draw,0
565,white,2
565,black,0
565,draw,0
-642,white,0
-642,black,2
-642,draw,0
840,white,1
840,black,0
840,draw,0
-922,white,0
-922,black,1
-922,draw,0
657,white,3
657,black,0
657,draw,0
597,white,1
597,black,0
597,draw,0
-590,white,0
-590,black,2
-590,draw,0
789,white,1
789,black,0
789,draw,0
492,white,0
492,black,1
492,draw,0
704,white,1
704,black,0
704,draw,0
-414,white,2
-414,black,2
-414,draw,0
-624,white,0
-624,black,2
-624,draw,0
640,white,2
640,black,0
640,draw,0
-908,white,0
-908,black,1
-908,draw,0
-715,white,0
-715,black,1
-715,draw,0
497,white,1
497,black,1
497,draw,0
463,white,4
463,black,0
463,draw,0
-410,white,1
-410,black,2
-410,draw,0
595,white,1
595,black,1
595,draw,0
-527,white,0
-527,black,2
-527,draw,0
-614,white,0
-614,black,1
-614,draw,0
-627,white,0
-627,black,1
-627,draw,0
-525,white,0
-525,black,1
-525,draw,0
-574,white,0
-574,black,1
-574,draw,0
720,white,2
720,black,0
720,draw,1
385,white,3
385,black,2
385,draw,0
782,white,1
782,black,0
782,draw,0
1027,white,1
1027,black,0
1027,draw,0
-1027,white,0
-1027,black,1
-1027,draw,0
636,white,1
636,black,0
636,draw,0
-509,white,1
-509,black,1
-509,draw,0
-512,white,1
-512,black,1
-512,draw,0
679,white,1
679,black,0
679,draw,0
-671,white,0
-671,black,2
-671,draw,0
-836,white,0
-836,black,1
-836,draw,0
-629,white,1
-629,black,0
-629,draw,0
-287,white,0
-287,black,2
-287,draw,0
-475,white,0
-475,black,3
-475,draw,0
-732,white,0
-732,black,2
-732,draw,0
-353,white,0
-353,black,4
-353,draw,0
-602,white,1
-602,black,2
-602,draw,0
-546,white,1
-546,black,3
-546,draw,0
-721,white,1
-721,black,1
-721,draw,0
-591,white,0
-591,black,1
-591,draw,0
716,white,2
716,black,0
716,draw,0
860,white,1
